time,side,ticker_id,mv_dn_composite_labels,price_vola_corr_50_df045,earnings_price_gap_df010,co_fall_count_1_10_df044,joint_fall_flag_1_20_df042,dist_upper_bb_20_2.0_df055
2017-11-06 00:00:00+00,SHORT,2728,0.0659422103056608,-0.68563014,0.0,3.0,1.0,-0.024903083
2017-11-06 00:00:00+00,SHORT,1865,0.0,0.8313322,0.0,2.0,1.0,-0.042805206
2017-11-07 00:00:00+00,SHORT,2055,0.0,0.51470226,0.0,3.0,1.0,0.00825431
2017-11-07 00:00:00+00,SHORT,4215,1.0,0.56875443,0.0,2.0,1.0,-0.037207678
2017-11-07 00:00:00+00,SHORT,335,0.2527421595893864,0.51504,0.0,3.0,1.0,-0.018086018
2017-11-07 00:00:00+00,SHORT,2553,0.0,-0.23449734,-0.03455634,2.0,1.0,-0.04338458
2017-11-07 00:00:00+00,SHORT,2690,0.3589982816798798,0.40054935,0.0,3.0,1.0,-0.011502167
2017-11-07 00:00:00+00,SHORT,903,0.05261729295171811,0.66168326,0.0,3.0,1.0,-0.042791985
2017-11-07 00:00:00+00,SHORT,937,0.3897228377903569,0.7289547,0.0,3.0,1.0,-0.017575327
2017-11-07 00:00:00+00,SHORT,3286,0.0,0.4242148,0.0,2.0,1.0,-0.024874037
2017-11-07 00:00:00+00,SHORT,3594,0.0967984920434424,0.8312778,0.0,2.0,1.0,-0.027944434
2017-11-08 00:00:00+00,SHORT,2270,0.06505107047221716,-0.06839138,0.0,2.0,1.0,-0.0281549
2017-11-08 00:00:00+00,SHORT,3116,0.0,-0.4726203,0.0,2.0,1.0,-0.037417307
2017-11-08 00:00:00+00,SHORT,1922,0.0,0.74878794,0.0,3.0,1.0,-0.021642245
2017-11-09 00:00:00+00,SHORT,2270,0.0,-0.041535158,0.0,3.0,1.0,-0.041666903
2017-11-09 00:00:00+00,SHORT,3286,0.0,0.3975367,0.0,2.0,1.0,-0.03354506
2017-11-09 00:00:00+00,SHORT,3947,0.0,0.89253604,0.0,3.0,1.0,-0.047687832
2017-11-09 00:00:00+00,SHORT,1922,0.0,0.725695,-0.005354843,3.0,1.0,-0.027248492
2017-11-10 00:00:00+00,SHORT,3286,0.0,0.39193004,0.0,3.0,1.0,-0.04189117
2017-11-13 00:00:00+00,SHORT,2986,0.0,0.8639904,0.0,3.0,1.0,-0.029112231
2017-11-14 00:00:00+00,SHORT,2608,0.2208291958912513,-0.59411,0.0,2.0,1.0,-0.032415308
2017-11-14 00:00:00+00,SHORT,2986,0.0,0.84750235,0.0,3.0,1.0,-0.038991775
2017-11-14 00:00:00+00,SHORT,3153,0.1446949107277961,0.6706021,0.0,3.0,1.0,-0.04587398
2017-11-15 00:00:00+00,SHORT,2608,0.1866738444237257,-0.59627074,0.0,3.0,1.0,-0.024503203
2017-11-16 00:00:00+00,SHORT,2608,0.07577360312917814,-0.59628505,0.0,3.0,1.0,-0.044271003
2017-11-20 00:00:00+00,SHORT,440,0.0,0.734476,0.0,2.0,1.0,-0.046196856
2017-11-20 00:00:00+00,SHORT,2608,0.03297614632063479,-0.5906307,0.0,3.0,1.0,-0.02885328
2017-11-22 00:00:00+00,SHORT,183,1.0,0.9065552,0.0,3.0,1.0,-0.01029581
2017-11-22 00:00:00+00,SHORT,2305,0.9166666666666666,0.76989824,0.0,3.0,1.0,-0.007837073
2017-11-22 00:00:00+00,SHORT,3677,0.38214173740324364,0.38250703,0.0,3.0,1.0,-0.008278148
2017-11-22 00:00:00+00,SHORT,1832,0.07876562285916118,0.70637304,0.0,3.0,1.0,-0.034819733
2017-11-24 00:00:00+00,SHORT,3677,0.31623845733767914,0.38423392,0.0,2.0,1.0,-0.018369194
2017-11-24 00:00:00+00,SHORT,1832,0.03156001340012586,0.6810496,0.0,2.0,1.0,-0.039274562
2017-11-27 00:00:00+00,SHORT,183,0.8,0.91066676,0.0,2.0,1.0,-0.02587932
2017-11-27 00:00:00+00,SHORT,2305,0.75,0.77558655,0.0,2.0,1.0,-0.032860298
2017-11-27 00:00:00+00,SHORT,309,0.2771445428088897,0.60477716,0.0,2.0,1.0,-0.0117816655
2017-11-27 00:00:00+00,SHORT,433,0.0,0.7019345,0.0,3.0,1.0,-0.045586914
2017-11-27 00:00:00+00,SHORT,2692,0.0,0.7342262,0.0,3.0,1.0,-0.014555243
2017-11-27 00:00:00+00,SHORT,960,0.0916660484297521,0.78848165,0.0,2.0,1.0,-0.006973387
2017-11-27 00:00:00+00,SHORT,1454,0.31608830160719975,0.82447505,0.0,2.0,1.0,-0.021680353
2017-11-27 00:00:00+00,SHORT,1897,0.15044212067908472,0.7642635,0.0,3.0,1.0,-0.029724803
2017-11-28 00:00:00+00,SHORT,309,0.29149715458990477,0.5152364,0.0,2.0,1.0,-0.014671595
2017-11-28 00:00:00+00,SHORT,2692,0.0,0.75423694,0.0,2.0,1.0,-0.017813215
2017-11-28 00:00:00+00,SHORT,1897,0.0910667354266387,0.8095654,0.0,3.0,1.0,-0.029285796
2017-11-29 00:00:00+00,SHORT,3531,0.0,0.88816273,0.0,2.0,1.0,-0.028594984
2017-11-30 00:00:00+00,SHORT,3531,0.0,0.89206594,0.0,2.0,1.0,-0.035676308
2017-12-01 00:00:00+00,SHORT,64,0.0,0.8221271,0.0,2.0,1.0,-0.035300985
2017-12-01 00:00:00+00,SHORT,221,1.0,-0.007898884,0.0,3.0,1.0,-0.006899974
2017-12-01 00:00:00+00,SHORT,629,0.0,0.77216834,0.0,2.0,1.0,-0.04621742
2017-12-01 00:00:00+00,SHORT,730,0.1488858405356521,0.5216893,0.0,3.0,1.0,-0.04440658
2017-12-01 00:00:00+00,SHORT,938,0.0,-0.15026115,0.0,3.0,1.0,-0.04860554
2017-12-01 00:00:00+00,SHORT,3330,0.0,0.08263991,0.0,3.0,1.0,-0.01936606
2017-12-04 00:00:00+00,SHORT,2815,0.47730922286987615,-0.6635738,0.0,3.0,1.0,-0.011314555
2017-12-04 00:00:00+00,SHORT,788,0.0,0.9089453,0.0,3.0,1.0,-0.044042446
2017-12-04 00:00:00+00,SHORT,3330,0.0,0.11756833,0.0,2.0,1.0,-0.021826213
2017-12-05 00:00:00+00,SHORT,2209,1.0,0.8510781,0.0,3.0,1.0,-0.035142317
2017-12-05 00:00:00+00,SHORT,221,0.8181818181818181,-0.02628246,0.0,2.0,1.0,-0.006565414
2017-12-05 00:00:00+00,SHORT,498,0.0,0.4449578,0.0,3.0,1.0,-0.048854157
2017-12-05 00:00:00+00,SHORT,788,0.0,0.9056113,0.0,2.0,1.0,-0.04722462
2017-12-05 00:00:00+00,SHORT,1807,0.22598168193003762,-0.2704316,0.0,3.0,1.0,-0.045755934
2017-12-06 00:00:00+00,SHORT,221,0.7272727272727273,-0.018258367,0.0,2.0,1.0,-0.020933934
2017-12-06 00:00:00+00,SHORT,2815,0.47856516199526433,-0.6928421,0.0,3.0,1.0,-0.015260112
2017-12-06 00:00:00+00,SHORT,1144,0.0,-0.31101212,0.0,3.0,1.0,-0.03569418
2017-12-07 00:00:00+00,SHORT,15,0.0,0.87429476,0.0,3.0,1.0,-0.025946977
2017-12-07 00:00:00+00,SHORT,1144,0.0,-0.33010957,0.0,2.0,1.0,-0.042558417
2017-12-08 00:00:00+00,SHORT,2469,0.0,-0.008583311,0.0,3.0,1.0,-0.039727617
2017-12-08 00:00:00+00,SHORT,3649,0.0,0.69302267,0.0,3.0,1.0,-0.037303254
2017-12-12 00:00:00+00,SHORT,2703,0.32267578451407875,0.39591837,0.0,2.0,1.0,-0.04762693
2017-12-12 00:00:00+00,SHORT,3649,0.07170362319881839,0.64228684,0.0,2.0,1.0,-0.032513835
2017-12-13 00:00:00+00,SHORT,788,0.0,0.8349533,0.0,2.0,1.0,-0.041012164
2017-12-13 00:00:00+00,SHORT,3574,0.0,0.689942,0.0,2.0,1.0,-0.009606987
2017-12-14 00:00:00+00,SHORT,2061,0.0,-0.6428334,0.0,3.0,1.0,-0.04555598
2017-12-14 00:00:00+00,SHORT,788,0.0,0.7848076,0.0,3.0,1.0,-0.04109203
2017-12-14 00:00:00+00,SHORT,2999,0.4129757045051683,0.5350346,0.0,2.0,1.0,-0.045531925
2017-12-14 00:00:00+00,SHORT,3574,0.0,0.69905263,0.0,3.0,1.0,-0.014204921
2017-12-14 00:00:00+00,SHORT,3822,0.16351633947488045,-0.6058008,0.0,3.0,1.0,-0.0037507256
2017-12-15 00:00:00+00,SHORT,1742,0.25408900450050415,-0.5845101,0.0,2.0,1.0,-0.02798178
2017-12-19 00:00:00+00,SHORT,2196,0.5044134165912075,0.3938844,0.0,2.0,1.0,-0.029845452
2017-12-19 00:00:00+00,SHORT,2546,0.0,0.4496806,0.0,2.0,1.0,-0.018392703
2017-12-19 00:00:00+00,SHORT,2877,0.02453305269508902,0.910539,0.0,2.0,1.0,-0.020512644
2017-12-20 00:00:00+00,SHORT,2330,0.0,0.47660428,0.0,3.0,1.0,-0.021007052
2017-12-20 00:00:00+00,SHORT,2546,0.0,0.42667046,0.0,3.0,1.0,-0.03087172
2017-12-20 00:00:00+00,SHORT,759,0.0,0.46131846,0.0,3.0,1.0,-0.035516538
2017-12-20 00:00:00+00,SHORT,3142,0.0,-0.33985785,0.0,3.0,1.0,-0.018189523
2017-12-21 00:00:00+00,SHORT,2504,0.0,-0.38825893,0.0,2.0,1.0,-0.044588637
2017-12-21 00:00:00+00,SHORT,2557,0.0,0.6534974,0.0,2.0,1.0,-0.047353663
2017-12-26 00:00:00+00,SHORT,2740,0.0,-0.3686426,0.0,2.0,1.0,-0.046949867
2017-12-27 00:00:00+00,SHORT,2999,0.0,0.59798974,0.0,3.0,1.0,-0.047602434
2017-12-28 00:00:00+00,SHORT,834,0.8571428571428572,0.887123,0.0,3.0,1.0,-0.020826822
2017-12-29 00:00:00+00,SHORT,2740,0.0,-0.46904853,0.0,3.0,1.0,-0.038876105
2017-12-29 00:00:00+00,SHORT,1371,0.562710939485275,0.37672764,0.0,3.0,1.0,-0.013813733
2018-01-03 00:00:00+00,SHORT,2349,0.16340287616021085,0.8272835,0.0,2.0,1.0,-0.046255574
2018-01-03 00:00:00+00,SHORT,2703,0.6762235107319624,0.102699615,0.0,3.0,1.0,-0.01185352
2018-01-04 00:00:00+00,SHORT,4249,0.403183150140159,0.23411039,0.0,2.0,1.0,-0.030981751
2018-01-04 00:00:00+00,SHORT,167,0.4706300289844156,0.8201473,0.0,2.0,1.0,-0.016197816
2018-01-04 00:00:00+00,SHORT,2703,0.6145310071874441,0.078052446,0.0,2.0,1.0,-0.024664767
2018-01-04 00:00:00+00,SHORT,1112,0.6668581534255305,-0.47864497,0.0,3.0,1.0,-0.037291504
2018-01-05 00:00:00+00,SHORT,4140,0.0,-0.27497846,0.0,3.0,1.0,-0.03335087
2018-01-05 00:00:00+00,SHORT,4249,0.0,0.27837664,0.0,3.0,1.0,-0.036975507
2018-01-05 00:00:00+00,SHORT,2514,0.0,0.33543563,0.0,3.0,1.0,-0.026358645
2018-01-05 00:00:00+00,SHORT,3153,0.4969961511984273,0.7220037,0.0,3.0,1.0,-0.0018293542
2018-01-05 00:00:00+00,SHORT,3895,0.7529373318802531,0.8773285,0.0,3.0,1.0,-0.02104275
2018-01-08 00:00:00+00,SHORT,4140,0.0,-0.22730006,0.0,2.0,1.0,-0.039357185
2018-01-08 00:00:00+00,SHORT,3153,0.43539364932325264,0.72718364,0.0,3.0,1.0,-0.011506035
2018-01-09 00:00:00+00,SHORT,4140,0.0,-0.18692388,0.0,2.0,1.0,-0.045165833
2018-01-09 00:00:00+00,SHORT,374,0.8823529411764706,0.49533322,0.0,2.0,1.0,-0.017978065
2018-01-09 00:00:00+00,SHORT,2703,0.5261740009330914,-0.059368994,0.0,2.0,1.0,-0.027011745
2018-01-09 00:00:00+00,SHORT,834,0.3571428571428572,0.8898613,0.0,3.0,1.0,-0.030501526
2018-01-09 00:00:00+00,SHORT,3153,0.40685488889255994,0.72487843,0.0,2.0,1.0,-0.020902678
2018-01-09 00:00:00+00,SHORT,1112,0.31929419818219745,-0.5269381,0.0,2.0,1.0,-0.033090368
2018-01-09 00:00:00+00,SHORT,1191,0.0,0.21527635,0.0,3.0,1.0,-0.004861082
2018-01-10 00:00:00+00,SHORT,2703,0.30886426804637396,-0.11156597,0.0,3.0,1.0,-0.039437626
2018-01-10 00:00:00+00,SHORT,834,0.2857142857142858,0.890104,0.0,3.0,1.0,-0.042318143
2018-01-10 00:00:00+00,SHORT,3109,0.2759363266453133,0.91206247,0.0,3.0,1.0,-0.025286173
2018-01-12 00:00:00+00,SHORT,1396,0.6674994289925505,0.57143205,0.0,3.0,1.0,0.011346199
2018-01-12 00:00:00+00,SHORT,3473,0.32585182042138655,0.5457308,0.0,2.0,1.0,-0.023229135
2018-01-16 00:00:00+00,SHORT,4197,1.0,-0.24622609,0.0,2.0,1.0,-0.0418197
2018-01-16 00:00:00+00,SHORT,2226,0.7670219471155054,-0.49890578,0.0,3.0,1.0,-0.0068904054
2018-01-16 00:00:00+00,SHORT,394,0.24536209271845938,0.7439285,0.0,3.0,1.0,-0.005382652
2018-01-16 00:00:00+00,SHORT,1043,0.5252094945268093,0.39756113,0.0,3.0,1.0,0.0038945023
2018-01-16 00:00:00+00,SHORT,1396,0.3940342107966229,0.5942548,0.0,2.0,1.0,-0.0126097435
2018-01-16 00:00:00+00,SHORT,1471,0.875,0.47185308,0.0,2.0,1.0,-0.04387313
2018-01-16 00:00:00+00,SHORT,3702,0.8888888888888888,0.89635444,0.0,2.0,1.0,-0.012967158
2018-01-17 00:00:00+00,SHORT,1396,0.5002904929552919,0.62993646,0.0,2.0,1.0,-0.036715776
2018-01-18 00:00:00+00,SHORT,2226,0.875,-0.4134127,0.0,2.0,1.0,-0.010869728
2018-01-18 00:00:00+00,SHORT,394,0.0,0.76933396,0.0,3.0,1.0,-0.00876795
2018-01-18 00:00:00+00,SHORT,901,0.35394083261049664,0.8650858,0.0,2.0,1.0,-0.043361865
2018-01-18 00:00:00+00,SHORT,1043,0.4574155391624402,0.5095225,0.0,2.0,1.0,-0.010643057
2018-01-19 00:00:00+00,SHORT,2226,0.8125,-0.37397242,0.0,2.0,1.0,-0.013092751
2018-01-19 00:00:00+00,SHORT,2327,0.9,0.7517725,0.0,3.0,1.0,-0.03288567
2018-01-19 00:00:00+00,SHORT,1651,0.8125,0.8418721,0.0,2.0,1.0,-0.047068074
2018-01-22 00:00:00+00,SHORT,4118,0.0,0.5963385,0.0,2.0,1.0,-0.0394623
2018-01-22 00:00:00+00,SHORT,2226,0.33319207414518137,-0.33681104,0.0,2.0,1.0,-0.01582475
2018-01-22 00:00:00+00,SHORT,2327,0.85,0.7494047,0.0,2.0,1.0,-0.033742636
2018-01-22 00:00:00+00,SHORT,374,0.4117647058823529,0.65886325,0.0,2.0,1.0,-0.04302394
2018-01-22 00:00:00+00,SHORT,394,0.0,0.79107666,0.0,3.0,1.0,-0.0104350615
2018-01-23 00:00:00+00,SHORT,2226,0.28240754454501904,-0.3166104,0.0,2.0,1.0,-0.03103015
2018-01-23 00:00:00+00,SHORT,394,0.0,0.79541385,0.0,2.0,1.0,-0.012763707
2018-01-24 00:00:00+00,SHORT,2370,0.6251066353047044,-0.19218642,0.0,3.0,1.0,0.0040217414
2018-01-24 00:00:00+00,SHORT,394,0.0,0.7975643,0.0,2.0,1.0,-0.021584127
2018-01-24 00:00:00+00,SHORT,2518,0.1969656353771863,0.86737454,0.0,2.0,1.0,-0.042484816
2018-01-24 00:00:00+00,SHORT,684,0.3701088334145586,0.45802218,0.0,3.0,1.0,-0.040582422
2018-01-24 00:00:00+00,SHORT,901,0.8461538461538461,0.9049374,0.0,2.0,1.0,-0.030088285
2018-01-24 00:00:00+00,SHORT,3436,0.5834451908917683,-0.36994284,0.0,2.0,1.0,-0.04138341
2018-01-24 00:00:00+00,SHORT,3790,0.1695345746247839,-0.581731,0.0,2.0,1.0,-0.030260477
2018-01-24 00:00:00+00,SHORT,1838,0.0,0.31802818,0.0,3.0,1.0,-0.0033004722
2018-01-24 00:00:00+00,SHORT,3907,1.0,0.8621166,0.0,2.0,1.0,-0.019726602
2018-01-24 00:00:00+00,SHORT,4000,0.3645748992649515,0.16449074,0.0,2.0,1.0,-0.019092789
2018-01-24 00:00:00+00,SHORT,4020,1.0,0.91550213,0.0,3.0,1.0,-0.033924725
2018-01-25 00:00:00+00,SHORT,4194,0.0,0.4960791,0.0,2.0,1.0,-0.013603
2018-01-25 00:00:00+00,SHORT,262,0.2494785135703823,0.31630367,0.0,3.0,1.0,-0.026878804
2018-01-25 00:00:00+00,SHORT,2349,0.2080767483338478,0.6067154,0.0,2.0,1.0,-0.045642916
2018-01-25 00:00:00+00,SHORT,2370,0.6325562581177597,-0.24747081,0.0,2.0,1.0,-0.03752943
2018-01-25 00:00:00+00,SHORT,576,0.6172941642684587,0.56409556,0.0,3.0,1.0,-0.009078841
2018-01-25 00:00:00+00,SHORT,901,0.7692307692307692,0.9068633,0.0,2.0,1.0,-0.03632483
2018-01-25 00:00:00+00,SHORT,1483,1.0,-0.5598898,0.0,3.0,1.0,-0.034703393
2018-01-25 00:00:00+00,SHORT,1532,0.4945602845603912,0.8632544,0.0,2.0,1.0,-0.037779175
2018-01-25 00:00:00+00,SHORT,3703,1.0,0.80755347,0.0,2.0,1.0,-0.034216817
2018-01-25 00:00:00+00,SHORT,3790,0.11293728100996434,-0.57674825,0.0,3.0,1.0,-0.043145623
2018-01-25 00:00:00+00,SHORT,1838,0.0,0.43975756,0.0,2.0,1.0,-0.01636781
2018-01-25 00:00:00+00,SHORT,4000,0.27488688131576505,0.13987054,0.0,2.0,1.0,-0.025238223
2018-01-26 00:00:00+00,SHORT,356,0.9285714285714286,0.76674664,0.0,2.0,1.0,-0.007597569
2018-01-26 00:00:00+00,SHORT,394,0.0,0.77212757,0.0,2.0,1.0,-0.014709068
2018-01-26 00:00:00+00,SHORT,684,0.2904806316856484,0.549973,0.0,3.0,1.0,-0.048137076
2018-01-26 00:00:00+00,SHORT,713,1.0,-0.20619541,0.0,2.0,1.0,-0.011934854
2018-01-26 00:00:00+00,SHORT,901,0.3313562287672906,0.9047514,0.0,3.0,1.0,-0.036968276
2018-01-26 00:00:00+00,SHORT,1838,0.0,0.45623073,0.0,2.0,1.0,-0.020582758
2018-01-29 00:00:00+00,SHORT,4118,0.0,0.45721468,0.0,3.0,1.0,-0.019106757
2018-01-29 00:00:00+00,SHORT,2071,1.0,0.65367186,0.0,2.0,1.0,-0.0029348868
2018-01-29 00:00:00+00,SHORT,4194,0.0,0.49232578,0.0,2.0,1.0,-0.024081066
2018-01-29 00:00:00+00,SHORT,2272,0.3212982289694783,0.694539,0.0,3.0,1.0,-0.006262423
2018-01-29 00:00:00+00,SHORT,262,0.17776900473678683,0.38439098,0.0,3.0,1.0,-0.04486415
2018-01-29 00:00:00+00,SHORT,345,0.3387677677645399,-0.653798,0.0,2.0,1.0,-0.039330225
2018-01-29 00:00:00+00,SHORT,356,0.6640841139274671,0.7589335,0.0,2.0,1.0,-0.047523
2018-01-29 00:00:00+00,SHORT,394,0.0,0.7551175,0.0,3.0,1.0,-0.018308979
2018-01-29 00:00:00+00,SHORT,2473,0.9166666666666666,0.8157444,0.0,3.0,1.0,-0.006862306
2018-01-29 00:00:00+00,SHORT,576,0.5097237018086865,0.41101086,0.0,3.0,1.0,-0.017686354
2018-01-29 00:00:00+00,SHORT,602,0.3287241588442099,0.6468941,0.0,3.0,1.0,-0.034076642
2018-01-29 00:00:00+00,SHORT,713,0.875,-0.13938576,0.0,2.0,1.0,-0.018869504
2018-01-29 00:00:00+00,SHORT,881,0.35122876016975196,-0.02268875,0.0,2.0,1.0,-0.026701411
2018-01-29 00:00:00+00,SHORT,897,0.8,0.31176996,0.0,3.0,1.0,-0.0406471
2018-01-29 00:00:00+00,SHORT,3287,0.9230769230769231,-0.5418366,0.0,3.0,1.0,-0.011508232
2018-01-29 00:00:00+00,SHORT,1280,0.6636574552932878,0.42953804,0.0,2.0,1.0,-0.028288785
2018-01-29 00:00:00+00,SHORT,1633,0.8666666666666667,0.62396765,0.0,2.0,1.0,-0.017054044
2018-01-29 00:00:00+00,SHORT,3703,0.8888888888888888,0.7366263,0.0,3.0,1.0,-0.040133722
2018-01-29 00:00:00+00,SHORT,4000,0.23805071751664914,0.1395011,0.0,3.0,1.0,-0.036091685
2018-01-30 00:00:00+00,SHORT,4118,0.0,0.4511523,0.0,3.0,1.0,-0.030737624
2018-01-30 00:00:00+00,SHORT,2071,0.9090909090909091,0.6799192,0.0,2.0,1.0,-0.017523756
2018-01-30 00:00:00+00,SHORT,4194,0.0,0.48600248,0.0,2.0,1.0,-0.042355653
2018-01-30 00:00:00+00,SHORT,2272,0.2386466975614447,0.6945392,0.0,3.0,1.0,-0.04190376
2018-01-30 00:00:00+00,SHORT,253,0.0,0.87171656,0.0,2.0,1.0,-0.03335938
2018-01-30 00:00:00+00,SHORT,394,0.0,0.7386381,0.0,3.0,1.0,-0.019796569
2018-01-30 00:00:00+00,SHORT,2473,0.8333333333333334,0.8311924,0.0,2.0,1.0,-0.0126208775
2018-01-30 00:00:00+00,SHORT,576,0.4810836370784151,0.37360418,0.0,2.0,1.0,-0.028323794
2018-01-30 00:00:00+00,SHORT,2710,0.31124329245989707,0.86535794,0.0,3.0,1.0,-0.03736878
2018-01-30 00:00:00+00,SHORT,780,0.19542651389135476,-0.5366109,0.0,2.0,1.0,-0.015031598
2018-01-30 00:00:00+00,SHORT,2912,0.37409283310557523,0.114505805,0.0,2.0,1.0,-0.036138967
2018-01-30 00:00:00+00,SHORT,881,0.36058707810399027,0.06281287,0.0,3.0,1.0,-0.035808545
2018-01-30 00:00:00+00,SHORT,1280,0.0,0.41545624,0.0,2.0,1.0,-0.037357014
2018-01-30 00:00:00+00,SHORT,1633,0.8,0.6379031,0.0,3.0,1.0,-0.033491075
2018-01-30 00:00:00+00,SHORT,3703,0.8333333333333334,0.7212113,0.0,2.0,1.0,-0.047492754
2018-01-30 00:00:00+00,SHORT,3830,0.0,-0.31576258,0.0,3.0,1.0,-0.04215221
2018-01-30 00:00:00+00,SHORT,1826,0.36825646570477727,0.7530678,0.0,3.0,1.0,-0.03508699
2018-01-30 00:00:00+00,SHORT,1838,0.0,0.46437395,0.0,2.0,1.0,-0.03143673
2018-01-30 00:00:00+00,SHORT,3915,0.0,0.29675224,0.0,3.0,1.0,-0.0479371
2018-01-30 00:00:00+00,SHORT,1869,0.4695248947954209,-0.10246095,0.0,3.0,1.0,-0.028500602
2018-01-30 00:00:00+00,SHORT,4016,0.5,0.5791428,0.0,2.0,1.0,-0.024910722
2018-01-31 00:00:00+00,SHORT,2071,0.5127988441058241,0.69526637,0.0,2.0,1.0,-0.022320595
2018-01-31 00:00:00+00,SHORT,88,0.6666666666666667,0.63700783,0.0,3.0,1.0,-0.036945336
2018-01-31 00:00:00+00,SHORT,262,0.1908242614885381,0.43140754,0.0,2.0,1.0,-0.04431982
2018-01-31 00:00:00+00,SHORT,2473,0.5825944179545695,0.8296519,0.0,2.0,1.0,-0.04427018
2018-01-31 00:00:00+00,SHORT,2613,0.0,-0.46883547,0.0,2.0,1.0,-0.019265374
2018-01-31 00:00:00+00,SHORT,576,0.4253803224002475,0.36971205,0.0,2.0,1.0,-0.028101949
2018-01-31 00:00:00+00,SHORT,780,0.0,-0.56132776,0.0,3.0,1.0,-0.02446894
2018-01-31 00:00:00+00,SHORT,934,0.7333333333333334,0.50284016,0.0,2.0,1.0,-0.043383237
2018-01-31 00:00:00+00,SHORT,1280,0.0,0.40561792,0.0,3.0,1.0,-0.036666762
2018-01-31 00:00:00+00,SHORT,3830,0.0,-0.40712184,0.0,3.0,1.0,-0.04355626
2018-01-31 00:00:00+00,SHORT,4005,0.455039094692496,0.68392426,0.0,2.0,1.0,-0.034148082
2018-02-01 00:00:00+00,SHORT,4118,0.0,0.4336718,-0.014298402,3.0,1.0,-0.031592537
2018-02-01 00:00:00+00,SHORT,88,0.5833333333333334,0.6582224,0.0,2.0,1.0,-0.03979555
2018-02-01 00:00:00+00,SHORT,270,0.0,0.8301253,-0.03454125,3.0,1.0,-0.027025055
2018-02-01 00:00:00+00,SHORT,345,0.0,-0.68203557,0.0,3.0,1.0,-0.024973968
2018-02-01 00:00:00+00,SHORT,780,0.0,-0.58071154,-0.0035779905,3.0,1.0,-0.026688574
2018-02-01 00:00:00+00,SHORT,842,0.625,0.67763036,0.0,2.0,1.0,-0.037171654
2018-02-01 00:00:00+00,SHORT,903,0.3117308859596055,0.26761928,0.0,2.0,1.0,-0.024167977
2018-02-01 00:00:00+00,SHORT,1139,0.4688698904387628,0.67547524,0.0,3.0,1.0,-0.012776311
2018-02-01 00:00:00+00,SHORT,3287,0.6923076923076923,-0.48839122,0.0,3.0,1.0,-0.0036555252
2018-02-01 00:00:00+00,SHORT,3614,0.006811949881550012,0.71157795,-0.013845115,2.0,1.0,-0.04618249
2018-02-01 00:00:00+00,SHORT,3681,0.47212031087316897,0.559952,0.0,3.0,1.0,-0.004216921
2018-02-01 00:00:00+00,SHORT,1633,0.6666666666666667,0.6473988,0.0,3.0,1.0,-0.046117365
2018-02-01 00:00:00+00,SHORT,1869,0.38722608716197715,-0.064801686,-0.01880243,3.0,1.0,-0.038444303
2018-02-01 00:00:00+00,SHORT,4005,0.2311843146329777,0.67411494,-0.008641063,2.0,1.0,-0.04249067
2018-02-02 00:00:00+00,SHORT,4194,0.0,0.451554,0.0,2.0,1.0,-0.04552597
2018-02-02 00:00:00+00,SHORT,4223,0.357323125364854,0.24289332,0.0,3.0,1.0,-0.022717642
2018-02-02 00:00:00+00,SHORT,253,0.7792650297382403,0.8879055,0.0,2.0,1.0,-0.023904743
2018-02-02 00:00:00+00,SHORT,270,0.1148735416570651,0.83944976,0.0,3.0,1.0,-0.03580556
2018-02-02 00:00:00+00,SHORT,2469,0.384587474388716,0.34790626,0.0,2.0,1.0,-0.045793794
2018-02-02 00:00:00+00,SHORT,2613,0.0,-0.5188929,0.0,3.0,1.0,-0.021263173
2018-02-02 00:00:00+00,SHORT,2770,0.0,0.47019187,0.0,3.0,1.0,-0.00919577
2018-02-02 00:00:00+00,SHORT,780,0.0,-0.59219223,0.0,3.0,1.0,-0.04181753
2018-02-02 00:00:00+00,SHORT,2961,0.13720245147264615,0.7312917,0.0,2.0,1.0,-0.0302924
2018-02-02 00:00:00+00,SHORT,1081,0.5709794444234669,0.40761742,0.0,2.0,1.0,-0.030551914
2018-02-02 00:00:00+00,SHORT,1139,0.35792230091451765,0.6685071,0.0,3.0,1.0,-0.03259431
2018-02-02 00:00:00+00,SHORT,1175,0.0,0.7156867,0.0,3.0,1.0,-0.037683476
2018-02-02 00:00:00+00,SHORT,3287,0.6153846153846154,-0.43346906,0.0,3.0,1.0,-0.011451984
2018-02-02 00:00:00+00,SHORT,3614,0.0,0.7180841,0.0,3.0,1.0,-0.047773007
2018-02-02 00:00:00+00,SHORT,3681,0.26115423437163243,0.5160529,0.0,3.0,1.0,-0.02533414
2018-02-05 00:00:00+00,SHORT,2213,0.875,0.009369488,0.0,3.0,1.0,-0.04473936
2018-02-05 00:00:00+00,SHORT,780,0.0,-0.6010928,0.0,3.0,1.0,-0.047314268
2018-02-05 00:00:00+00,SHORT,788,0.8761972666186864,-0.018497797,0.0,3.0,1.0,-0.039949186
2018-02-06 00:00:00+00,SHORT,4223,0.24296245002839995,0.18038915,0.0,3.0,1.0,-0.047743056
2018-02-06 00:00:00+00,SHORT,788,0.5534434843391942,0.036344282,-0.0075690476,3.0,1.0,-0.04744728
2018-02-07 00:00:00+00,SHORT,3531,0.3357742575662498,0.71410996,0.0,3.0,1.0,-0.03159953
