time,side,ticker_id,mv_up_composite_labels,price_drift_abs_1_df006,dist_lower_bb_50_2.0_df055
2008-07-07 00:00:00+00,LONG,1437,1.0,0.0149716055,0.051357854
2008-07-11 00:00:00+00,LONG,401,0.0,0.03539369,0.06796348
2008-07-11 00:00:00+00,LONG,3127,1.0,0.03117647,0.04137895
2008-07-11 00:00:00+00,LONG,3473,0.0,0.015881892,0.06677826
2008-07-11 00:00:00+00,LONG,3782,1.0,0.01979414,0.06358689
2008-07-14 00:00:00+00,LONG,535,0.9818181818181818,0.028915662,0.055242907
2008-07-14 00:00:00+00,LONG,3473,0.0,0.0268943,0.07117697
2008-07-15 00:00:00+00,LONG,2050,0.0,0.017677974,0.061086453
2008-07-15 00:00:00+00,LONG,4112,0.0,0.015878003,0.04278914
2008-07-15 00:00:00+00,LONG,2095,0.0,0.023034735,0.05844558
2008-07-15 00:00:00+00,LONG,2129,1.0,0.025492094,0.03556298
2008-07-15 00:00:00+00,LONG,194,1.0,0.019543547,0.069904596
2008-07-15 00:00:00+00,LONG,200,1.0,0.016129032,0.03445469
2008-07-15 00:00:00+00,LONG,2425,1.0,0.031936407,0.035064336
2008-07-15 00:00:00+00,LONG,429,0.0,0.018453265,0.04438601
2008-07-15 00:00:00+00,LONG,475,1.0,0.015769523,0.04680345
2008-07-15 00:00:00+00,LONG,502,0.0,0.032120798,0.037734766
2008-07-15 00:00:00+00,LONG,2553,1.0,0.031961918,0.07672358
2008-07-15 00:00:00+00,LONG,638,1.0,0.01215395,0.07293948
2008-07-15 00:00:00+00,LONG,1236,1.0,0.0149532715,0.037437655
2008-07-15 00:00:00+00,LONG,3309,1.0,0.027337076,0.051403012
2008-07-15 00:00:00+00,LONG,3355,1.0,0.03,0.039106216
2008-07-15 00:00:00+00,LONG,3473,0.0,0.027631164,0.07166714
2008-07-15 00:00:00+00,LONG,3538,1.0,0.021411575,0.031321377
2008-07-15 00:00:00+00,LONG,2006,1.0,0.0121951215,0.044987876
2008-07-16 00:00:00+00,LONG,687,1.0,0.038189847,0.060459875
2008-07-16 00:00:00+00,LONG,2776,0.0,0.020233463,0.03079693
2008-07-23 00:00:00+00,LONG,2527,0.0,0.014044047,0.049519498
