time,side,ticker_id,mv_up_composite_labels,price_eps_diff_pct_df082,dist_lower_bb_50_2.0_df055
2005-10-20 00:00:00+00,LONG,1790,0.3452856333752573,84.15,-0.037419736
2005-10-20 00:00:00+00,LONG,3882,0.0,76.46,-0.02902564
2005-10-21 00:00:00+00,LONG,1288,0.0,90.97,-0.029631224
2005-10-21 00:00:00+00,LONG,1790,0.35058617501486483,79.5,-0.028918156
2005-10-21 00:00:00+00,LONG,3882,0.0,74.69,-0.015750593
2005-10-24 00:00:00+00,LONG,3907,0.6951168153663285,102.7,-0.027984252
2005-10-25 00:00:00+00,LONG,1463,0.9583333333333334,106.46,-0.030350843
2005-10-25 00:00:00+00,LONG,1790,0.2835044755813716,79.29,-0.02957938
2005-10-25 00:00:00+00,LONG,3907,0.975,100.23,-0.03375911
2005-10-26 00:00:00+00,LONG,270,0.35847713040149254,30.82,-0.035590127
2005-10-26 00:00:00+00,LONG,2430,0.9473684210526316,20.08,-0.031577516
2005-10-26 00:00:00+00,LONG,898,1.0,72.4,-0.028047197
2005-10-26 00:00:00+00,LONG,1191,0.9666666666666667,21.66,-0.03778227
2005-10-26 00:00:00+00,LONG,1790,0.29585870268511116,79.53,-0.02334078
2005-10-27 00:00:00+00,LONG,2188,0.803921568627451,40.1,-0.02867034
2005-10-27 00:00:00+00,LONG,2276,1.0,18.96,0.017979842
2005-10-27 00:00:00+00,LONG,270,0.3922915541793708,30.76,-0.025219997
2005-10-27 00:00:00+00,LONG,2408,0.548001306084746,24.92,0.007126508
2005-10-27 00:00:00+00,LONG,631,0.0,48.27,-0.03668909
2005-10-27 00:00:00+00,LONG,898,0.98,90.32,-0.028048635
2005-10-27 00:00:00+00,LONG,1191,0.9333333333333333,24.73,-0.027186934
2005-10-27 00:00:00+00,LONG,1288,0.0,18.58,-0.034164812
2005-10-27 00:00:00+00,LONG,1463,0.875,96.03,-0.0048594507
2005-10-27 00:00:00+00,LONG,1514,0.6075043738532743,38.1,-0.03154195
2005-10-27 00:00:00+00,LONG,1790,0.28941209807793844,69.71,-0.01609127
2005-10-28 00:00:00+00,LONG,2050,0.8571428571428572,19.4,-0.03367987
2005-10-28 00:00:00+00,LONG,2276,0.9761904761904762,29.08,2.681971E-4
2005-10-28 00:00:00+00,LONG,2408,0.5496129516254932,25.46,-0.005338165
2005-10-28 00:00:00+00,LONG,2835,1.0,97.66,-0.013611286
