time,side,ticker_id,mv_dn_composite_labels,accel_eps_qoq_df017,dist_upper_bb_20_2.0_df055,joint_fall_flag_1_20_df042
2014-12-08 00:00:00+00,SHORT,2553,0.5260790732016934,0.3,-0.0010444571,1.0
2014-12-09 00:00:00+00,SHORT,2090,0.6534935606103932,0.08,-0.002704308,1.0
2014-12-09 00:00:00+00,SHORT,2553,0.5132813439913233,0.3,-0.0037337663,1.0
2014-12-19 00:00:00+00,SHORT,2032,0.4285258124643038,-0.32,-0.0025570628,1.0
2015-01-23 00:00:00+00,SHORT,219,1.0,-0.25,-0.004378965,1.0
2015-01-28 00:00:00+00,SHORT,2643,0.8685657183005673,0.1008,-0.0047024232,1.0
2015-02-24 00:00:00+00,SHORT,1144,0.12614443069746872,0.32,-0.0029217154,1.0
2015-02-25 00:00:00+00,SHORT,2133,0.782454242370198,0.31,-0.0039308826,1.0
2015-02-27 00:00:00+00,SHORT,622,0.4991469303402441,0.22,-0.0047518485,1.0
2015-03-03 00:00:00+00,SHORT,3343,0.2623257789904166,0.23,-0.004217881,1.0
2015-03-09 00:00:00+00,SHORT,3359,0.38408332775445125,0.0,0.0025059308,1.0
2015-03-13 00:00:00+00,SHORT,3046,0.35084207217414515,0.08,0.0012436563,1.0
2015-03-20 00:00:00+00,SHORT,1534,0.0,0.01,4.984715E-4,1.0
2015-03-23 00:00:00+00,SHORT,2298,1.0,0.31,-0.0024635177,1.0
2015-03-23 00:00:00+00,SHORT,2778,1.0,0.03,0.0032793563,1.0
2015-04-10 00:00:00+00,SHORT,2330,0.3923263136949291,0.09,0.002406792,1.0
2015-04-10 00:00:00+00,SHORT,2469,1.0,-0.04,-0.0048101633,1.0
2015-04-16 00:00:00+00,SHORT,2818,0.6784124414867662,0.16,-0.0012620443,1.0
2015-04-23 00:00:00+00,SHORT,4062,0.8571428571428572,0.04,0.0027287258,1.0
2015-04-27 00:00:00+00,SHORT,1171,0.43346862029235184,0.11,-0.0030719684,1.0
2015-04-27 00:00:00+00,SHORT,3748,0.49595310869586695,0.0011,-8.3620625E-4,1.0
2015-04-30 00:00:00+00,SHORT,1897,0.3725440072725671,0.0,-0.0034014941,1.0
2015-05-15 00:00:00+00,SHORT,3040,0.7626826811789094,-0.21,0.0022781354,1.0
2015-05-15 00:00:00+00,SHORT,3744,0.4464454675504971,0.0965,-0.004533452,1.0
2015-05-19 00:00:00+00,SHORT,959,1.0,0.02,-7.225846E-4,1.0
2015-05-20 00:00:00+00,SHORT,3742,0.45972239073533505,-0.08,-0.0017648152,1.0
2015-06-04 00:00:00+00,SHORT,253,0.28839049945501305,-0.11,-4.5922628E-4,1.0
2015-06-04 00:00:00+00,SHORT,1869,0.69101401178757,-0.2,-0.0029571033,1.0
2015-06-05 00:00:00+00,SHORT,2469,0.0,-0.12,0.007532437,1.0
2015-06-05 00:00:00+00,SHORT,4050,0.5939750165977832,-0.46,-0.0018333768,1.0
2015-06-19 00:00:00+00,SHORT,1205,0.2921843452784585,-0.41,5.1737094E-4,1.0
2015-06-22 00:00:00+00,SHORT,664,0.49580556771270606,-0.21,-0.0047085686,1.0
2015-06-23 00:00:00+00,SHORT,2064,0.39879147305170703,-0.17,-0.0029716564,1.0
2015-06-23 00:00:00+00,SHORT,1967,0.3458048991707375,0.4669,0.0012324715,1.0
2015-07-15 00:00:00+00,SHORT,1734,0.6233377977912467,-0.09,-0.0039186114,1.0
2015-07-31 00:00:00+00,SHORT,4083,0.45731573127468506,0.03,0.021374762,1.0
2015-08-03 00:00:00+00,SHORT,4083,0.4198110818727882,0.03,0.005496567,1.0
2015-08-10 00:00:00+00,SHORT,2330,0.6891269148273499,-0.4,-0.0036652088,1.0
2015-08-11 00:00:00+00,SHORT,1184,0.9230769230769231,0.2922,-0.0027763573,1.0
2015-08-18 00:00:00+00,SHORT,2079,1.0,-0.17,-0.003922234,1.0
2015-08-19 00:00:00+00,SHORT,3895,1.0,0.16,-0.0028010707,1.0
2015-08-21 00:00:00+00,SHORT,356,0.13854397983713865,0.141,0.02149839,1.0
2015-09-17 00:00:00+00,SHORT,622,1.0,-0.39,0.006507345,1.0
2015-09-18 00:00:00+00,SHORT,622,0.9090909090909091,-0.39,-0.0018813113,1.0
2015-10-06 00:00:00+00,SHORT,3640,0.0,0.07,-3.8227896E-4,1.0
2015-10-29 00:00:00+00,SHORT,1144,0.059612175482847425,-0.04,-0.0045599383,1.0
2015-11-03 00:00:00+00,SHORT,1360,0.5548158612586009,0.05,-3.8264887E-4,1.0
2015-11-04 00:00:00+00,SHORT,4250,0.0,0.08,0.011870374,1.0
2015-11-05 00:00:00+00,SHORT,3851,1.0,-0.07,0.0052756616,1.0
2015-11-09 00:00:00+00,SHORT,535,1.0,0.01,0.005848553,1.0
2015-11-09 00:00:00+00,SHORT,3631,0.5526870284032434,-0.01,1.3753392E-4,1.0
2015-11-23 00:00:00+00,SHORT,1099,1.0,-0.43,-0.004407836,1.0
2015-12-07 00:00:00+00,SHORT,843,0.6843833013101256,0.01,-4.4615904E-4,1.0
2015-12-24 00:00:00+00,SHORT,2469,1.0,-0.04,0.004991475,1.0
2015-12-24 00:00:00+00,SHORT,1731,1.0,-0.37,-0.00259142,1.0
2015-12-30 00:00:00+00,SHORT,220,0.9375,0.05,-0.0034551483,1.0
2015-12-30 00:00:00+00,SHORT,2643,0.41532184679579154,-0.2261,-7.773967E-4,1.0
2015-12-30 00:00:00+00,SHORT,2751,1.0,0.06,-0.0028949156,1.0
2015-12-30 00:00:00+00,SHORT,3021,0.5529143388638176,-0.16,-0.004535175,1.0
2015-12-30 00:00:00+00,SHORT,3053,1.0,-0.12,-1.6274284E-4,1.0
2015-12-30 00:00:00+00,SHORT,1144,0.0,-0.04,-3.519154E-4,1.0
2015-12-31 00:00:00+00,SHORT,1144,0.0,-0.04,-0.004612646,1.0
2016-02-01 00:00:00+00,SHORT,693,1.0,0.4,0.0023040094,1.0
2016-02-04 00:00:00+00,SHORT,869,0.0,0.1,0.0011093386,1.0
2016-02-05 00:00:00+00,SHORT,1471,0.0,0.3,-0.0027129988,1.0
2016-02-05 00:00:00+00,SHORT,1615,0.0,0.0,-0.0030913812,1.0
2016-02-05 00:00:00+00,SHORT,3994,0.0,0.22,0.0063695465,1.0
2016-02-18 00:00:00+00,SHORT,1694,0.0,-0.23,-0.004783454,1.0
2016-02-18 00:00:00+00,SHORT,4062,1.0,0.05,0.0022161552,1.0
2016-02-26 00:00:00+00,SHORT,3293,0.0,-0.12,0.012085633,1.0
2016-03-14 00:00:00+00,SHORT,2071,1.0,-0.53,0.0051975106,1.0
2016-03-17 00:00:00+00,SHORT,1483,0.0,0.06,0.01723681,1.0
2016-03-18 00:00:00+00,SHORT,88,0.0,-0.25,-3.8557092E-4,1.0
2016-03-18 00:00:00+00,SHORT,2815,0.0,-0.14,0.0035966127,1.0
2016-03-18 00:00:00+00,SHORT,1483,0.0,0.06,4.8136295E-4,1.0
2016-03-21 00:00:00+00,SHORT,2072,0.25994340555857426,-0.1689,0.0017386088,1.0
2016-03-21 00:00:00+00,SHORT,3907,0.0,0.01,0.0025368938,1.0
2016-03-31 00:00:00+00,SHORT,900,0.5796333177440903,-0.16,9.0107886E-4,1.0
2016-04-04 00:00:00+00,SHORT,4073,0.6606377715833802,0.17,-1.368788E-4,1.0
2016-04-07 00:00:00+00,SHORT,834,0.0,-0.06,-0.0039275927,1.0
2016-04-13 00:00:00+00,SHORT,3283,0.0,0.2,0.017863031,1.0
2016-04-14 00:00:00+00,SHORT,374,0.384552275121459,-0.037,-0.0044043325,1.0
2016-04-19 00:00:00+00,SHORT,2543,0.6238523392272033,0.04,-0.0014908916,1.0
2016-04-27 00:00:00+00,SHORT,858,1.0,-0.1,0.0026673616,1.0
2016-05-02 00:00:00+00,SHORT,2365,0.5205061806645445,0.13,-6.544039E-4,1.0
2016-05-25 00:00:00+00,SHORT,578,0.5150018513597232,0.02,-8.588371E-4,1.0
2016-05-26 00:00:00+00,SHORT,457,0.9375,0.5661,-0.0041031507,1.0
2016-06-01 00:00:00+00,SHORT,28,0.0,-0.15,-0.0016715038,1.0
2016-06-01 00:00:00+00,SHORT,1678,0.5396382393548698,-0.0105,-0.0044952813,1.0
2016-06-02 00:00:00+00,SHORT,817,0.0,-0.26,0.017681336,1.0
2016-06-07 00:00:00+00,SHORT,3855,0.2869263247971767,-0.11,0.0010841587,1.0
2016-06-08 00:00:00+00,SHORT,2569,0.6829643498467447,0.14,-0.0042590275,1.0
2016-06-08 00:00:00+00,SHORT,897,1.0,-0.12,0.014575994,1.0
2016-06-08 00:00:00+00,SHORT,1262,0.4917927097464317,0.29,0.0046581915,1.0
2016-06-08 00:00:00+00,SHORT,3851,0.3667468575288868,-0.08,2.9228875E-4,1.0
2016-06-09 00:00:00+00,SHORT,245,0.12317038141120562,-0.17,3.2105552E-5,1.0
2016-06-09 00:00:00+00,SHORT,417,0.6174958023801359,0.0,-0.0047070584,1.0
2016-06-09 00:00:00+00,SHORT,555,0.3599793403713769,0.09,-0.0034854612,1.0
2016-06-09 00:00:00+00,SHORT,604,1.0,0.16,-0.0048176553,1.0
2016-06-09 00:00:00+00,SHORT,1262,0.4862398006024045,0.29,-0.0039329175,1.0
2016-06-10 00:00:00+00,SHORT,4113,0.0,-0.15,-0.0015665293,1.0
2016-06-10 00:00:00+00,SHORT,245,0.2128137582090548,-0.17,-0.0042218375,1.0
2016-06-21 00:00:00+00,SHORT,3067,0.2608759043632995,0.14,-0.003800326,1.0
2016-07-25 00:00:00+00,SHORT,858,0.8,-0.1,-0.001981437,1.0
2016-07-27 00:00:00+00,SHORT,2770,0.4233459738991612,-0.56,-0.003332848,1.0
2016-08-04 00:00:00+00,SHORT,4074,0.4823452071208042,0.41,-0.004238579,1.0
2016-08-30 00:00:00+00,SHORT,3683,0.4669276947545055,-0.14,8.068968E-5,1.0
2016-08-31 00:00:00+00,SHORT,2270,0.25705761413745665,0.02,-0.0024974588,1.0
2016-08-31 00:00:00+00,SHORT,1454,0.0,-0.16,-8.6920144E-4,1.0
2016-09-01 00:00:00+00,SHORT,1454,0.14053188776505718,-0.16,-0.0044814493,1.0
2016-09-02 00:00:00+00,SHORT,2930,0.6572270758178733,-0.09,-0.0016885144,1.0
2016-09-02 00:00:00+00,SHORT,3153,0.6763207923648498,0.15,-0.0037975814,1.0
2016-09-06 00:00:00+00,SHORT,1205,0.45079045437155124,-0.08,-0.0035762144,1.0
2016-09-06 00:00:00+00,SHORT,1286,0.6763099226641645,-0.15,0.0013899492,1.0
2016-09-07 00:00:00+00,SHORT,988,1.0,0.03,-0.0048589646,1.0
2016-09-08 00:00:00+00,SHORT,631,0.29947598760714234,0.07,7.308971E-4,1.0
2016-09-08 00:00:00+00,SHORT,2686,0.7088234043790476,-0.2,-0.0027410465,1.0
2016-09-08 00:00:00+00,SHORT,844,0.451013205144622,0.0224,0.0012447186,1.0
2016-09-08 00:00:00+00,SHORT,3161,0.0,0.16,6.7238005E-5,1.0
2016-09-22 00:00:00+00,SHORT,1360,1.0,-0.09,0.008316999,1.0
2016-10-24 00:00:00+00,SHORT,2554,1.0,-0.168,-0.0039307647,1.0
2016-10-24 00:00:00+00,SHORT,3133,0.5550385067926317,-0.03,0.01607201,1.0
2016-10-25 00:00:00+00,SHORT,2497,0.5629316277366067,0.08,0.0016893211,1.0
2016-10-26 00:00:00+00,SHORT,1160,0.0,-0.07,-0.0024646127,1.0
2016-11-09 00:00:00+00,SHORT,2213,0.6147368401279868,0.2786,-0.0034700537,1.0
2016-12-09 00:00:00+00,SHORT,200,0.33148610000572065,0.42,0.0029200849,1.0
2016-12-09 00:00:00+00,SHORT,3860,0.8287234865218789,0.25,0.01738805,1.0
2016-12-13 00:00:00+00,SHORT,3470,0.43730208465914605,0.54,-0.0042134514,1.0
2016-12-19 00:00:00+00,SHORT,2159,0.5781052357191785,0.3153,-0.004818272,1.0
2017-01-05 00:00:00+00,SHORT,3855,0.1990553567641891,0.32,0.0055288663,1.0
2017-01-06 00:00:00+00,SHORT,2747,0.44137238857630257,-0.0256,-0.0016586022,1.0
2017-01-09 00:00:00+00,SHORT,2661,0.331922042028025,-0.44,-0.0046200226,1.0
2017-01-12 00:00:00+00,SHORT,3641,0.06265537799886577,-0.15,1.1210557E-4,1.0
2017-01-13 00:00:00+00,SHORT,3641,0.04778025380190185,-0.15,-0.0043758997,1.0
2017-01-25 00:00:00+00,SHORT,2518,0.3115673846892096,0.09,-0.002270218,1.0
2017-01-26 00:00:00+00,SHORT,2425,0.34128502353093637,0.11,0.006338752,1.0
2017-01-26 00:00:00+00,SHORT,1748,0.6561718977749276,0.3,0.003682313,1.0
2017-01-26 00:00:00+00,SHORT,3815,0.5694825989266512,0.0,-0.0019926352,1.0
2017-01-26 00:00:00+00,SHORT,2004,0.7049334721710226,0.18,0.010426412,1.0
2017-01-27 00:00:00+00,SHORT,2425,0.27082772839438674,0.11,-0.0046136896,1.0
2017-01-27 00:00:00+00,SHORT,1381,0.0,0.04,0.0011392796,1.0
2017-01-30 00:00:00+00,SHORT,4171,0.12023017018785659,-0.57,0.013084609,1.0
2017-02-16 00:00:00+00,SHORT,838,1.0,-0.25,-0.004558654,1.0
2017-02-16 00:00:00+00,SHORT,1799,0.3444994005679558,0.07,-0.0040285066,1.0
2017-02-16 00:00:00+00,SHORT,3882,0.1992015303204552,0.07,0.0016123927,1.0
2017-02-22 00:00:00+00,SHORT,960,0.3148172410639338,0.02,-0.0033759116,1.0
2017-03-16 00:00:00+00,SHORT,4231,0.0,-0.19,-9.624632E-5,1.0
2017-03-17 00:00:00+00,SHORT,2120,0.8,-0.08,-0.0033335756,1.0
2017-03-17 00:00:00+00,SHORT,735,0.9411764705882353,-0.15,-0.0011639508,1.0
2017-03-17 00:00:00+00,SHORT,1652,0.8888888888888888,0.3521,0.0038988795,1.0
2017-04-12 00:00:00+00,SHORT,2619,0.4989098697940252,-0.07,-0.0036449071,1.0
2017-04-19 00:00:00+00,SHORT,2018,0.3683639973990439,-0.04,-0.0025075988,1.0
2017-04-20 00:00:00+00,SHORT,3198,0.41951029600000705,-0.26,-0.0015663502,1.0
2017-04-26 00:00:00+00,SHORT,2297,0.0,0.42,-0.0048216856,1.0
2017-04-27 00:00:00+00,SHORT,759,0.08506323992307951,-0.19,0.0036647292,1.0
2017-04-27 00:00:00+00,SHORT,1072,0.0,-0.15,-0.0045422064,1.0
2017-04-27 00:00:00+00,SHORT,1879,0.27297867273927984,0.01,-0.0026586433,1.0
2017-05-11 00:00:00+00,SHORT,901,0.3702321016831287,-0.22,0.013163161,1.0
2017-05-11 00:00:00+00,SHORT,984,0.4505214741605042,0.2,-0.0029710745,1.0
2017-05-12 00:00:00+00,SHORT,901,0.32900242467822133,-0.22,3.385911E-4,1.0
2017-06-02 00:00:00+00,SHORT,631,0.1041556488090067,0.19,0.005883906,1.0
2017-06-05 00:00:00+00,SHORT,39,0.2728691610373453,0.09,-6.4811326E-4,1.0
2017-06-09 00:00:00+00,SHORT,2381,0.0,0.03,-0.0037071996,1.0
2017-06-12 00:00:00+00,SHORT,2513,0.0,-0.03,0.0027632539,1.0
2017-06-12 00:00:00+00,SHORT,1404,0.0,-0.37,0.0013381947,1.0
2017-06-12 00:00:00+00,SHORT,1434,0.30072661899609787,0.01,0.003291756,1.0
2017-06-13 00:00:00+00,SHORT,3286,0.40169280659724954,0.27,-0.0031706782,1.0
2017-06-13 00:00:00+00,SHORT,3716,0.9090909090909091,0.17,-0.0011273703,1.0
2017-06-15 00:00:00+00,SHORT,517,0.08139979475151421,-0.01,0.004497633,1.0
2017-07-05 00:00:00+00,SHORT,1731,0.8263469604673862,-0.35,-0.004820897,1.0
2017-07-20 00:00:00+00,SHORT,3847,0.0,-0.04,-0.0014171922,1.0
2017-07-24 00:00:00+00,SHORT,15,0.11436528253189443,0.14,-0.0038672073,1.0
2017-07-26 00:00:00+00,SHORT,1081,0.5325364019209042,0.1,-0.0025814455,1.0
2017-07-27 00:00:00+00,SHORT,88,0.0,0.41,0.003338191,1.0
2017-08-02 00:00:00+00,SHORT,3187,0.31670695612154154,0.15,-0.0033195883,1.0
2017-08-08 00:00:00+00,SHORT,2550,0.1746459792382624,0.3,1.5481304E-4,1.0
2017-08-08 00:00:00+00,SHORT,1615,0.0,0.54,0.0028145178,1.0
2017-09-12 00:00:00+00,SHORT,4218,0.4138669431374101,0.19,-0.0031536643,1.0
2017-09-12 00:00:00+00,SHORT,898,0.6597478829093395,-0.06,3.3276784E-4,1.0
2017-09-12 00:00:00+00,SHORT,3531,0.5176881357681118,0.044,-0.0042957296,1.0
2017-09-13 00:00:00+00,SHORT,4218,0.44309614348163934,0.19,-0.0048707593,1.0
2017-09-13 00:00:00+00,SHORT,234,0.19407476816934943,-0.02,6.039492E-4,1.0
2017-09-13 00:00:00+00,SHORT,4070,0.33828802858530993,-0.45,-0.0010654356,1.0
2017-10-12 00:00:00+00,SHORT,1288,0.6485601822522493,-0.11,-0.0017899877,1.0
2017-10-16 00:00:00+00,SHORT,3538,0.4782115507341772,-0.19,-0.0044817454,1.0
2017-10-17 00:00:00+00,SHORT,1853,0.287731487948751,0.04,-0.0023410893,1.0
2017-10-23 00:00:00+00,SHORT,3640,0.0,0.18,-0.0015702192,1.0
2017-10-24 00:00:00+00,SHORT,3640,0.0,0.18,-0.0042197574,1.0
2017-10-27 00:00:00+00,SHORT,4079,1.0,0.07,-2.2604373E-4,1.0
2017-11-01 00:00:00+00,SHORT,3271,0.0,0.01,-0.0032829288,1.0
2017-11-07 00:00:00+00,SHORT,2055,0.0,0.11,0.00825431,1.0
2017-11-07 00:00:00+00,SHORT,243,0.6053396221403098,-0.18,0.0034422912,1.0
2017-11-07 00:00:00+00,SHORT,1770,0.5932842882048244,0.55,-0.0021697262,1.0
2017-12-01 00:00:00+00,SHORT,1011,0.0,0.33,-0.0035047582,1.0
2017-12-14 00:00:00+00,SHORT,780,0.378374738735961,-0.02,-0.002543016,1.0
2017-12-14 00:00:00+00,SHORT,3822,0.16351633947488045,-0.15,-0.0037507256,1.0
2018-01-04 00:00:00+00,SHORT,3895,0.9336430814930297,0.0,0.014446193,1.0
2018-01-05 00:00:00+00,SHORT,3153,0.4969961511984273,0.3,-0.0018293542,1.0
2018-01-09 00:00:00+00,SHORT,1090,0.8114110301942788,-0.1,-0.004818433,1.0
2018-01-09 00:00:00+00,SHORT,1191,0.0,0.04,-0.004861082,1.0
2018-01-12 00:00:00+00,SHORT,2740,0.0,0.03,-0.004041597,1.0
2018-01-17 00:00:00+00,SHORT,3137,0.6517125096316179,0.6,0.00423318,1.0
2018-01-22 00:00:00+00,SHORT,914,0.0,-0.02,4.540518E-4,1.0
2018-01-24 00:00:00+00,SHORT,2370,0.6251066353047044,0.41,0.0040217414,1.0
2018-01-24 00:00:00+00,SHORT,857,0.3254621242470779,-0.34,-0.001053495,1.0
2018-01-24 00:00:00+00,SHORT,1838,0.0,0.04,-0.0033004722,1.0
2018-01-25 00:00:00+00,SHORT,88,1.0,-0.23,0.0032781062,1.0
2018-01-26 00:00:00+00,SHORT,1308,0.8556973943423372,0.1,-0.001885627,1.0
2018-01-29 00:00:00+00,SHORT,2071,1.0,0.51,-0.0029348868,1.0
2018-01-29 00:00:00+00,SHORT,2479,0.24773615109384312,-0.32,-0.0021683953,1.0
2018-01-30 00:00:00+00,SHORT,2421,0.0,-0.41,4.184435E-4,1.0
2018-01-31 00:00:00+00,SHORT,1139,0.5891120659247562,0.56,-0.0039140726,1.0
2018-02-01 00:00:00+00,SHORT,3287,0.6923076923076923,0.0,-0.0036555252,1.0
2018-02-01 00:00:00+00,SHORT,3681,0.47212031087316897,0.02,-0.004216921,1.0
2018-02-16 00:00:00+00,SHORT,578,0.0,-0.35,-0.0031499027,1.0
2018-03-13 00:00:00+00,SHORT,374,1.0,0.008,0.0040386906,1.0
2018-03-13 00:00:00+00,SHORT,2898,0.0,0.39,-0.0042540873,1.0
2018-03-13 00:00:00+00,SHORT,3355,0.41853017563575085,-0.07,7.391598E-4,1.0
2018-03-13 00:00:00+00,SHORT,3824,1.0,0.32,-0.0042614327,1.0
2018-03-14 00:00:00+00,SHORT,374,0.7984790697019724,0.008,-0.003959522,1.0
2018-03-15 00:00:00+00,SHORT,3133,0.5146746701823698,0.09,-9.438834E-4,1.0
2018-04-18 00:00:00+00,SHORT,2640,0.14043729519810647,0.21,0.0017880144,1.0
2018-04-19 00:00:00+00,SHORT,4172,0.18858241697363134,-0.31,-0.00408801,1.0
2018-04-19 00:00:00+00,SHORT,838,0.1125508779507177,-0.15,0.0034385875,1.0
2018-04-19 00:00:00+00,SHORT,3236,0.0,0.0311,0.0010936899,1.0
2018-04-19 00:00:00+00,SHORT,1615,0.5046648425124267,-0.27,-0.0023504985,1.0
2018-04-26 00:00:00+00,SHORT,3471,0.5065586305856712,-0.55,0.0019037101,1.0
2018-04-30 00:00:00+00,SHORT,1011,0.9,0.09,-0.0030914932,1.0
2018-05-07 00:00:00+00,SHORT,1916,0.0,0.26,0.00148951,1.0
2018-05-11 00:00:00+00,SHORT,2090,0.43630984522571253,0.5,-0.002428704,1.0
2018-05-15 00:00:00+00,SHORT,1184,1.0,0.23,-8.894513E-4,1.0
2018-05-18 00:00:00+00,SHORT,3466,0.7038110352692712,-0.23,0.0015790252,1.0
2018-06-04 00:00:00+00,SHORT,1985,1.0,-0.57,8.7604945E-4,1.0
2018-06-05 00:00:00+00,SHORT,1734,0.23460117186791055,0.07,-0.0039167325,1.0
2018-06-08 00:00:00+00,SHORT,2391,1.0,0.13,0.004634226,1.0
2018-06-12 00:00:00+00,SHORT,200,0.2963917414179652,-0.56,4.7466554E-5,1.0
2018-06-13 00:00:00+00,SHORT,4194,0.7375296307335047,0.02,-0.0030281127,1.0
2018-06-15 00:00:00+00,SHORT,3161,0.8324851701541655,0.1,0.005768384,1.0
2018-06-15 00:00:00+00,SHORT,3837,0.0,-0.21,0.008290338,1.0
2018-06-15 00:00:00+00,SHORT,4072,0.9090909090909091,-0.01,-0.0020608855,1.0
2018-07-17 00:00:00+00,SHORT,4249,1.0,-0.22,0.0063254014,1.0
2018-07-25 00:00:00+00,SHORT,335,0.5517688479343963,0.25,0.007850619,1.0
2018-07-26 00:00:00+00,SHORT,984,0.8178010120534065,0.28,-0.0031839625,1.0
2018-07-26 00:00:00+00,SHORT,1356,1.0,0.17,-8.6798205E-4,1.0
2018-07-27 00:00:00+00,SHORT,3693,0.6737434041829987,-0.42,-0.0031665096,1.0
2018-07-30 00:00:00+00,SHORT,323,0.7445041533310831,-0.0906,0.013260257,1.0
2018-07-31 00:00:00+00,SHORT,3613,0.5862821257601812,-0.33,-0.0035780284,1.0
2018-08-01 00:00:00+00,SHORT,85,0.36516295686468364,-0.0467,-0.004364021,1.0
2018-08-01 00:00:00+00,SHORT,3098,0.15395781002419495,0.07,-0.004099384,1.0
2018-08-16 00:00:00+00,SHORT,765,0.0,-0.41,0.00949331,1.0
2018-08-20 00:00:00+00,SHORT,3100,1.0,0.35,-0.004641303,1.0
2018-08-22 00:00:00+00,SHORT,3704,0.4824515882218382,0.16,-0.003237405,1.0
2018-08-28 00:00:00+00,SHORT,1710,0.0,0.3,-0.0037554703,1.0
2018-08-30 00:00:00+00,SHORT,4219,0.9285714285714286,0.54,0.008548133,1.0
2018-08-30 00:00:00+00,SHORT,3161,0.0,0.13,-0.0014478397,1.0
2018-09-18 00:00:00+00,SHORT,2137,0.0,-0.26,-0.0044891126,1.0
2018-09-19 00:00:00+00,SHORT,1463,0.8294400983091741,-0.22,-0.0014101228,1.0
2018-09-21 00:00:00+00,SHORT,395,0.5241511303738753,0.26,-0.0043602763,1.0
2018-09-21 00:00:00+00,SHORT,2936,1.0,0.24,-0.0028153781,1.0
2018-09-21 00:00:00+00,SHORT,3330,0.8888888888888888,-0.0277,0.0033206074,1.0
2018-09-21 00:00:00+00,SHORT,3473,0.697563617488706,-0.13,-0.0048957593,1.0
2018-09-21 00:00:00+00,SHORT,3607,0.8888888888888888,0.1,-0.0031718456,1.0
2018-09-21 00:00:00+00,SHORT,3640,1.0,-0.04,-0.0029930342,1.0
2018-10-01 00:00:00+00,SHORT,3973,1.0,-0.36,-0.0042424044,1.0
2018-10-03 00:00:00+00,SHORT,73,1.0,-0.07,-0.0036148366,1.0
2018-11-05 00:00:00+00,SHORT,2066,0.43052856756532387,0.44,-0.0011636117,1.0
2018-11-07 00:00:00+00,SHORT,93,0.36339288017880844,0.22,-0.0044869604,1.0
2018-11-08 00:00:00+00,SHORT,900,0.9285714285714286,0.3242,-0.0040955213,1.0
2018-11-08 00:00:00+00,SHORT,1004,0.7857165316794118,0.05,-0.0029350845,1.0
2018-11-08 00:00:00+00,SHORT,3683,0.6456002468962843,0.56,0.006571362,1.0
2018-11-09 00:00:00+00,SHORT,1334,0.0,0.12,0.012165909,1.0
2018-11-19 00:00:00+00,SHORT,629,0.0,-0.18,-0.0034868985,1.0
2018-12-03 00:00:00+00,SHORT,2327,0.4995256738025097,0.35,0.0016321341,1.0
2018-12-03 00:00:00+00,SHORT,386,1.0,-0.1,-0.00195576,1.0
2018-12-03 00:00:00+00,SHORT,1092,1.0,0.31,-0.003607039,1.0
2018-12-07 00:00:00+00,SHORT,2129,0.3739388474593082,-0.24,-0.0026484802,1.0
2018-12-07 00:00:00+00,SHORT,212,0.2987245999061868,0.37,-0.004224144,1.0
2018-12-13 00:00:00+00,SHORT,2686,0.2133206986593288,0.18,0.0026461065,1.0
2018-12-14 00:00:00+00,SHORT,2137,0.7076590500247713,-0.14,-0.004314938,1.0
2018-12-14 00:00:00+00,SHORT,773,1.0,-0.16,-0.003186353,1.0
2018-12-14 00:00:00+00,SHORT,808,0.9411764705882353,-0.01,-0.0042156717,1.0
2019-01-09 00:00:00+00,SHORT,753,0.39245340675326523,-0.37,-0.004633495,1.0
2019-02-13 00:00:00+00,SHORT,2323,0.0,-0.12,-0.003013245,1.0
2019-02-25 00:00:00+00,SHORT,2619,0.21630605852167092,0.0,-2.644723E-5,1.0
2019-02-25 00:00:00+00,SHORT,643,0.4070193109469194,0.24,0.021017442,1.0
2019-02-27 00:00:00+00,SHORT,1828,0.46487328937195954,-0.12,-0.0045606443,1.0
2019-02-28 00:00:00+00,SHORT,2910,0.31606944760728367,-0.03,-4.0068346E-4,1.0
2019-03-04 00:00:00+00,SHORT,2541,0.0,0.02,-1.9911378E-5,1.0
2019-03-05 00:00:00+00,SHORT,220,0.8,-0.03,3.732974E-4,1.0
2019-03-05 00:00:00+00,SHORT,3648,0.65754125071918,0.1182,-0.001727669,1.0
2019-03-12 00:00:00+00,SHORT,2106,0.0,-0.21,-0.0040609925,1.0
2019-03-19 00:00:00+00,SHORT,2536,0.0,-0.09,0.0032135576,1.0
2019-03-19 00:00:00+00,SHORT,2659,0.3653995042891288,-0.18,-0.001763261,1.0
2019-03-21 00:00:00+00,SHORT,1303,0.4514503942709441,-0.3,-0.0011418678,1.0
2019-03-26 00:00:00+00,SHORT,2125,0.5848190236667571,0.12,-0.0034861134,1.0
2019-04-01 00:00:00+00,SHORT,1817,0.3924787322117273,-0.05,-7.7722565E-4,1.0
2019-04-02 00:00:00+00,SHORT,1817,0.3729457977059193,-0.05,-0.0034661195,1.0
2019-04-05 00:00:00+00,SHORT,1453,0.5649174002330071,0.41,0.0011571719,1.0
2019-04-08 00:00:00+00,SHORT,1631,0.2524900568461413,-0.33,-0.0045754486,1.0
2019-04-18 00:00:00+00,SHORT,2670,0.8571428571428572,-0.2721,-0.0019506082,1.0
2019-04-23 00:00:00+00,SHORT,3831,0.7877128068107845,-0.45,-0.0031620036,1.0
2019-04-24 00:00:00+00,SHORT,2930,1.0,0.1,-0.004757383,1.0
