time,side,ticker_id,mv_dn_composite_labels,joint_fall_flag_1_5_df042,skew_weighted_10_df037
2005-10-03 00:00:00+00,SHORT,559,0.2506581472386366,0.0,0.59601253
2005-10-04 00:00:00+00,SHORT,76,0.3559512582464003,0.0,0.64602995
2005-10-04 00:00:00+00,SHORT,142,0.27992275508768166,0.0,0.62260544
2005-10-04 00:00:00+00,SHORT,219,0.0,0.0,0.61053264
2005-10-04 00:00:00+00,SHORT,2582,1.0,0.0,0.6338752
2005-10-04 00:00:00+00,SHORT,974,0.18621515052075316,0.0,0.56688035
2005-10-04 00:00:00+00,SHORT,3114,0.9333333333333333,0.0,0.65949607
2005-10-04 00:00:00+00,SHORT,3137,1.0,0.0,0.6310301
2005-10-04 00:00:00+00,SHORT,3199,0.0,0.0,0.59727305
2005-10-06 00:00:00+00,SHORT,3903,0.0,0.0,0.6471026
2005-10-07 00:00:00+00,SHORT,93,0.32995126613189935,0.0,0.58142203
2005-10-07 00:00:00+00,SHORT,3244,0.09024175136588965,0.0,0.5723099
2005-10-11 00:00:00+00,SHORT,3742,0.0,0.0,0.57529455
2005-10-24 00:00:00+00,SHORT,1832,0.0,0.0,0.6027881
2005-10-25 00:00:00+00,SHORT,2863,0.5120240956347297,0.0,0.5817912
2005-10-26 00:00:00+00,SHORT,502,0.47188788093509654,0.0,0.6509793
2005-10-26 00:00:00+00,SHORT,780,0.05782117441162374,0.0,0.56445324
2005-10-27 00:00:00+00,SHORT,4050,0.3805403839932924,0.0,0.64820635
2005-10-31 00:00:00+00,SHORT,2728,0.15278799251633235,0.0,0.67892987
2005-11-02 00:00:00+00,SHORT,1175,0.67224417878262,0.0,0.577163
2005-11-02 00:00:00+00,SHORT,3310,0.0,0.0,0.5796698
2005-11-03 00:00:00+00,SHORT,576,0.4052312288576687,0.0,0.67664844
2005-11-03 00:00:00+00,SHORT,694,0.09018147770835146,0.0,0.6652736
2005-11-03 00:00:00+00,SHORT,2932,0.0,0.0,0.62349474
2005-11-03 00:00:00+00,SHORT,1280,0.0,0.0,0.6386611
2005-11-03 00:00:00+00,SHORT,3831,0.328739279361446,0.0,0.6770554
2005-11-03 00:00:00+00,SHORT,1949,0.0,0.0,0.6143302
2005-11-04 00:00:00+00,SHORT,838,0.0,0.0,0.62557656
2005-11-04 00:00:00+00,SHORT,3357,0.0,0.0,0.56159353
2005-11-04 00:00:00+00,SHORT,1368,0.0,0.0,0.62923723
2005-11-04 00:00:00+00,SHORT,3613,0.0,0.0,0.6774977
2005-11-04 00:00:00+00,SHORT,4086,0.0,0.0,0.65257215
2005-11-07 00:00:00+00,SHORT,424,1.0,0.0,0.5983562
