time,side,ticker_id,mv_up_composite_labels,price_drift_21_df005,dist_lower_bb_20_2.5_df055
2007-11-27 00:00:00+00,LONG,3686,0.0,-0.14884393,-0.046351235
2007-11-27 00:00:00+00,LONG,1740,0.0,-0.1501938,-0.03947196
2007-11-27 00:00:00+00,LONG,4000,0.0,-0.15219426,-0.0047504813
2007-11-28 00:00:00+00,LONG,2999,0.0,-0.13816166,-0.050617795
2007-11-29 00:00:00+00,LONG,2776,0.0,-0.15458207,-0.048819765
2007-11-30 00:00:00+00,LONG,2776,0.0,-0.15644172,-0.04587802
2008-01-04 00:00:00+00,LONG,406,0.0,-0.14145963,-0.015411868
2008-01-08 00:00:00+00,LONG,2936,0.0,-0.13519813,-0.016120529
2008-01-09 00:00:00+00,LONG,2064,1.0,-0.15587188,-0.034142323
2008-01-09 00:00:00+00,LONG,3378,1.0,-0.13746287,-0.005222982
2008-01-10 00:00:00+00,LONG,4062,1.0,-0.14820023,-0.049695082
2008-01-11 00:00:00+00,LONG,1761,0.9428571428571428,-0.12992957,-0.033382732
2008-01-11 00:00:00+00,LONG,2006,0.9047619047619048,-0.13953489,-0.041252624
2008-01-15 00:00:00+00,LONG,3621,0.2381034526495246,-0.15508512,-0.034913987
