time,side,ticker_id,mv_dn_composite_labels,dist_upper_bb_20_2.5_df055,revenue_growth_yoy_df063,dist_upper_bb_50_2.0_df055,price_to_sales_zscore_universe_df070
2018-10-01 00:00:00+00,SHORT,2410,0.4657964515905635,-0.007346006,-0.08,-0.014557092,-0.0851
2018-10-01 00:00:00+00,SHORT,3255,0.7170578120026843,-0.014442056,12.03,-0.0113999415,-0.0851
2018-10-01 00:00:00+00,SHORT,3943,0.5834859566040322,-0.017977266,14.79,-0.006418562,-0.0851
2018-10-01 00:00:00+00,SHORT,2028,1.0,-0.024999179,20.25,-0.00860779,-0.0851
2018-10-02 00:00:00+00,SHORT,906,0.9090909090909091,-0.028693601,7.22,-0.009380642,-0.0846
2018-10-02 00:00:00+00,SHORT,2979,0.5882352941176471,-0.019318137,2.64,-0.013699306,-0.0846
2018-10-02 00:00:00+00,SHORT,1236,0.9285714285714286,-0.021858176,13.86,-0.008957547,-0.0846
2018-10-02 00:00:00+00,SHORT,3531,0.9090909090909091,-0.038215414,5.83,-0.012256148,-0.0846
2018-10-03 00:00:00+00,SHORT,28,0.4835858118643972,-0.06158541,17.03,-0.011986807,-0.0842
2018-10-03 00:00:00+00,SHORT,195,0.6923076923076923,-0.029500308,4.29,-0.007840304,-0.0842
2018-10-03 00:00:00+00,SHORT,2253,0.9386170022674952,-0.03120052,8.01,-0.0089241285,-0.0842
2018-10-03 00:00:00+00,SHORT,237,0.0,-0.016019499,8.15,-0.008211298,-0.0842
2018-10-03 00:00:00+00,SHORT,1092,1.0,-0.022034328,10.44,-0.013313488,-0.0842
2018-10-03 00:00:00+00,SHORT,1631,1.0,-0.014580687,-20.91,-0.0076711746,-0.0842
2018-10-03 00:00:00+00,SHORT,1650,0.5294117647058824,-0.035768636,10.01,-0.0100280745,-0.0842
2018-10-03 00:00:00+00,SHORT,3828,0.2531396301230925,-0.007480017,11.5,-0.0112514105,-0.0842
2018-10-03 00:00:00+00,SHORT,3973,0.8181818181818181,-0.012114016,18.16,-0.012725588,-0.0842
2018-10-04 00:00:00+00,SHORT,237,0.0,-0.015375337,8.15,-0.00827918,-0.084
2018-10-04 00:00:00+00,SHORT,405,0.0,-0.032509472,-14.31,-0.01172254,-0.084
2018-10-04 00:00:00+00,SHORT,2482,0.95,-0.021945097,7.43,-0.0145942215,-0.084
2018-10-04 00:00:00+00,SHORT,2751,0.0,-0.03094617,-10.29,-0.012020255,-0.084
2018-10-04 00:00:00+00,SHORT,1650,0.47058823529411764,-0.03526234,10.01,-0.013878387,-0.084
2018-10-04 00:00:00+00,SHORT,3828,0.17094643711754126,-0.009882177,11.5,-0.0141072925,-0.084
2018-10-05 00:00:00+00,SHORT,200,1.0,-0.031285614,6.11,-0.01396319,-0.084
2018-10-05 00:00:00+00,SHORT,3067,0.0,-0.027696487,7.13,-0.013690142,-0.084
2018-10-05 00:00:00+00,SHORT,3646,1.0,-0.017674997,-2.14,-0.009880631,-0.084
2018-10-08 00:00:00+00,SHORT,200,0.95,-0.024648877,6.11,-0.0067971786,-0.0831
2018-10-08 00:00:00+00,SHORT,2482,0.85,-0.020596674,7.43,-0.0142812785,-0.0831
2018-10-08 00:00:00+00,SHORT,3646,0.9166666666666666,-0.010624011,-2.14,-0.006910414,-0.0831
2018-10-09 00:00:00+00,SHORT,195,0.3846153846153846,-0.025582856,4.29,-0.014119341,-0.0833
2018-10-09 00:00:00+00,SHORT,2912,0.41157361127992087,-0.008121972,6.42,-0.008265346,-0.0834
2018-10-09 00:00:00+00,SHORT,1593,1.0,-0.0398668,2.88,-0.0071396297,-0.0834
2018-10-09 00:00:00+00,SHORT,1752,1.0,-0.027268624,7.42,-0.00555117,-0.0834
2018-10-09 00:00:00+00,SHORT,3947,0.526180835595435,-0.07359877,5.45,-0.0085621085,-0.0833
2018-10-10 00:00:00+00,SHORT,2396,1.0,-0.0207922,3.05,-0.010178672,-0.0828
2018-10-10 00:00:00+00,SHORT,853,0.21192487635624727,-0.024943817,2.97,-0.013245912,-0.0828
2018-10-15 00:00:00+00,SHORT,406,0.0,-0.017714044,1.57,-0.008146472,-0.0823
2018-10-17 00:00:00+00,SHORT,3947,1.0,-0.005210314,5.45,-0.00827065,-0.0823
2018-10-18 00:00:00+00,SHORT,2248,0.8181818181818181,-0.048508894,8.04,-0.009044876,-0.0819
2018-10-19 00:00:00+00,SHORT,557,0.3643460906792377,-0.04113249,17.45,-0.011350221,-0.0815
2018-10-19 00:00:00+00,SHORT,898,1.0,-0.024380382,11.46,-0.014767041,-0.0815
2018-10-22 00:00:00+00,SHORT,2248,0.6363636363636364,-0.046942506,8.04,-0.006641307,-0.0814
2018-10-22 00:00:00+00,SHORT,557,0.3860050355637692,-0.04147344,17.45,-0.00971083,-0.0814
2018-10-23 00:00:00+00,SHORT,1099,0.3403528316979916,-0.0252154,11.95,-0.006720269,-0.0814
2018-10-25 00:00:00+00,SHORT,853,0.0,-0.02125136,2.97,-0.009013318,-0.081
2018-10-25 00:00:00+00,SHORT,1039,0.04432442657092296,-0.03152562,9.78,-0.014109972,-0.081
2018-10-29 00:00:00+00,SHORT,4088,0.0,-0.032592267,2.51,-0.014478968,-0.0809
2018-11-02 00:00:00+00,SHORT,424,0.3989806655662064,-0.009389727,2.99,-0.008291031,-0.0846
2018-11-05 00:00:00+00,SHORT,424,0.37283934694050225,-0.014225641,2.99,-0.0076837265,-0.0841
2018-11-06 00:00:00+00,SHORT,424,0.5618355297487485,-0.01953486,2.99,-0.008774324,-0.0842
2018-11-06 00:00:00+00,SHORT,2912,0.7212740048408883,-0.028252164,2.9,-0.011397492,-0.0842
2018-11-07 00:00:00+00,SHORT,388,0.0,-0.030293945,4.27,-0.014472643,-0.0844
2018-11-07 00:00:00+00,SHORT,2912,0.8333333333333334,-0.03258196,2.9,-0.012415049,-0.0844
2018-11-07 00:00:00+00,SHORT,900,1.0,-0.0017657776,4.99,-0.014162045,-0.0844
2018-11-07 00:00:00+00,SHORT,1303,0.822978093357303,-0.04934071,12.58,-0.008785653,-0.0844
2018-11-07 00:00:00+00,SHORT,3763,0.7601851944216088,-0.029074138,8.18,-0.013766299,-0.0844
2018-11-08 00:00:00+00,SHORT,2912,0.7066430760930209,-0.03361996,2.9,-0.012205482,-0.085
2018-11-08 00:00:00+00,SHORT,1303,0.732153895960813,-0.051433414,12.58,-0.01331957,-0.085
2018-11-09 00:00:00+00,SHORT,1099,1.0,-0.021282919,11.95,-0.014380418,-0.0844
2018-11-09 00:00:00+00,SHORT,1114,0.15541258962073648,-0.026800752,4.63,-0.013730625,-0.0844
2018-11-09 00:00:00+00,SHORT,4088,0.0,-0.028790727,-0.83,-0.014319425,-0.0844
2018-11-12 00:00:00+00,SHORT,3903,0.0,-0.031322706,12.39,-0.010079169,-0.0838
2018-11-13 00:00:00+00,SHORT,4128,0.9090909090909091,-0.048241567,3.79,-0.011285135,-0.0843
2018-11-13 00:00:00+00,SHORT,4250,0.7692307692307692,-0.033621147,9.87,-0.008699522,-0.0843
2018-11-13 00:00:00+00,SHORT,1082,0.7692307692307692,-0.033425532,10.55,-0.010295799,-0.0843
2018-11-13 00:00:00+00,SHORT,1114,0.1671942195422756,-0.017944884,4.63,-0.008776404,-0.0843
2018-11-14 00:00:00+00,SHORT,2643,1.0,-0.011964528,-5.04,-0.007013335,-0.0843
2018-11-15 00:00:00+00,SHORT,3343,0.23906067752679974,-0.066500835,7.67,-0.012737341,-0.084
2018-11-16 00:00:00+00,SHORT,3343,0.2517257844482667,-0.06015603,7.67,-0.0064115673,-0.0837
2018-11-16 00:00:00+00,SHORT,3903,0.0,-0.035158373,12.39,-0.014503492,-0.0838
2018-11-29 00:00:00+00,SHORT,2421,0.0,-0.033371188,-4.15,-0.013869428,-0.0829
2018-11-29 00:00:00+00,SHORT,3203,0.3047209087626546,-0.030086584,-1.38,-0.008801428,-0.0829
2018-11-29 00:00:00+00,SHORT,1897,0.1885778093586283,-0.016673641,6.79,-0.014080681,-0.0829
2018-11-29 00:00:00+00,SHORT,4070,0.47157775395054224,-0.002783866,2.2,-0.011858668,-0.0829
2018-11-30 00:00:00+00,SHORT,1114,0.0,-0.03640622,4.18,-0.014100323,-0.083
2018-12-03 00:00:00+00,SHORT,28,1.0,-0.020419622,12.11,-0.005798463,-0.0866
2018-12-03 00:00:00+00,SHORT,2613,1.0,-0.006876696,-0.52,-0.0057692374,-0.0866
2018-12-03 00:00:00+00,SHORT,3203,0.0654550895152388,-0.028527874,-1.38,-0.010478532,-0.0866
2018-12-03 00:00:00+00,SHORT,3862,0.5403642399481329,-0.011388212,11.15,-0.007917909,-0.0866
2018-12-04 00:00:00+00,SHORT,2262,0.34553532713921364,-0.039287575,7.14,-0.014749966,-0.0863
2018-12-04 00:00:00+00,SHORT,2971,0.6376143795272936,-0.031143319,0.99,-0.012506704,-0.0863
2018-12-04 00:00:00+00,SHORT,1536,0.37145456031837965,-0.015823497,7.31,-0.013694117,-0.0863
2018-12-04 00:00:00+00,SHORT,3903,1.0,-0.043327965,12.39,-0.009589524,-0.0863
2018-12-06 00:00:00+00,SHORT,3179,0.039828981952854295,-0.027569545,-8.66,-0.0064958264,-0.0862
2018-12-07 00:00:00+00,SHORT,2961,0.22845617966295761,-0.020030165,5.79,-0.011075624,-0.0857
2018-12-07 00:00:00+00,SHORT,3100,0.6442071403684783,-0.014465897,2.91,-0.006014653,-0.0857
2018-12-07 00:00:00+00,SHORT,3179,0.1413360382217739,-0.028291153,-8.66,-0.009907911,-0.0857
2018-12-07 00:00:00+00,SHORT,1299,0.42380422916380533,-0.023038225,4.61,-0.0057182135,-0.0857
2018-12-10 00:00:00+00,SHORT,2617,0.12611383174211857,-0.0152720325,-8.11,-0.0064990534,-0.0855
2018-12-10 00:00:00+00,SHORT,2961,0.8125,-0.021681903,5.79,-0.011651195,-0.0855
2018-12-10 00:00:00+00,SHORT,3100,0.45281100870785573,-0.015993834,2.91,-0.009386778,-0.0855
2018-12-10 00:00:00+00,SHORT,1299,0.41357934973056937,-0.026410604,4.61,-0.011560881,-0.0855
2018-12-11 00:00:00+00,SHORT,84,0.9230769230769231,-0.01719212,0.06,-0.011340141,-0.0852
2018-12-11 00:00:00+00,SHORT,2617,0.2273851800852733,-0.015270355,-8.11,-0.0065832012,-0.0852
2018-12-11 00:00:00+00,SHORT,2961,0.75,-0.017837778,5.79,-0.0060813,-0.0852
2018-12-12 00:00:00+00,SHORT,2961,0.6875,-0.021462165,5.79,-0.008590923,-0.0849
2018-12-12 00:00:00+00,SHORT,1303,0.5768476572495934,-0.0034295893,12.58,-0.013424912,-0.0849
2018-12-12 00:00:00+00,SHORT,1356,1.0,-0.047688123,10.36,-0.014945634,-0.0849
2018-12-12 00:00:00+00,SHORT,3513,0.41053486278538137,-5.071975E-4,1.44,-0.010669662,-0.0849
2018-12-13 00:00:00+00,SHORT,84,0.7692307692307692,-0.018598435,0.06,-0.013390619,-0.0846
2018-12-13 00:00:00+00,SHORT,406,0.31526041314860503,-0.0366425,1.31,-0.0069524664,-0.0846
2018-12-13 00:00:00+00,SHORT,2462,1.0,-0.0095635345,11.22,-0.0094650565,-0.0846
2018-12-13 00:00:00+00,SHORT,2527,0.4412561991378773,-0.023580419,4.54,-0.009158165,-0.0846
2018-12-13 00:00:00+00,SHORT,2617,0.19809624326226544,-0.021613833,-8.11,-0.01347044,-0.0846
2018-12-13 00:00:00+00,SHORT,808,1.0,-0.0026735822,-3.25,-0.011498481,-0.0846
2018-12-13 00:00:00+00,SHORT,2961,0.625,-0.021708472,5.79,-0.008653294,-0.0846
2018-12-13 00:00:00+00,SHORT,1303,0.46709578314266326,-0.00898827,12.58,-0.012951747,-0.0846
2018-12-13 00:00:00+00,SHORT,1356,0.9090909090909091,-0.046404436,10.36,-0.0110640265,-0.0846
2018-12-14 00:00:00+00,SHORT,2137,0.7076590500247713,-0.013398104,-1.25,-0.006615424,-0.0852
2018-12-14 00:00:00+00,SHORT,388,0.2669483950721135,-0.032883786,4.27,-0.006051457,-0.0852
2018-12-14 00:00:00+00,SHORT,853,0.34129731701819205,-0.027002655,4.72,-0.00981128,-0.0852
2018-12-14 00:00:00+00,SHORT,2961,0.5625,-0.025118534,5.79,-0.010914068,-0.0852
2018-12-14 00:00:00+00,SHORT,1167,0.2669953537689006,-0.020920629,2.25,-0.01276063,-0.0852
2018-12-14 00:00:00+00,SHORT,1308,0.4796505175160921,-0.02438495,14.23,-0.013662094,-0.0852
2018-12-14 00:00:00+00,SHORT,1411,0.0,-0.03309282,-17.5,-0.01118071,-0.0852
2019-04-01 00:00:00+00,SHORT,3275,0.0,-0.012582224,6.63,-0.014786861,-0.0907
2019-04-02 00:00:00+00,SHORT,1715,0.7545724192464094,-0.017767366,6.08,-0.008967564,-0.0908
2019-04-03 00:00:00+00,SHORT,15,0.4810017964973491,-0.0086504975,7.31,-0.009889149,-0.0908
2019-04-03 00:00:00+00,SHORT,1149,0.30463554045376673,-0.067879766,5.55,-0.013773143,-0.0909
2019-04-03 00:00:00+00,SHORT,1710,0.0,-0.021513468,8.99,-0.010208016,-0.0909
2019-04-03 00:00:00+00,SHORT,1715,0.4738391521184645,-0.02258969,6.08,-0.013048387,-0.0908
2019-04-04 00:00:00+00,SHORT,427,0.8,-0.038005605,2.42,-0.011627592,-0.0906
2019-04-04 00:00:00+00,SHORT,3335,0.0,-0.033127286,15.82,-0.0061807893,-0.0905
2019-04-05 00:00:00+00,SHORT,427,0.4816196411727838,-0.036030453,2.42,-0.012938553,-0.0905
2019-04-08 00:00:00+00,SHORT,2971,1.0,-0.009831089,1.99,-0.012039913,-0.0906
2019-04-08 00:00:00+00,SHORT,1012,0.30509494432163686,-0.0063275136,10.88,-0.014405006,-0.0906
2019-04-09 00:00:00+00,SHORT,195,0.8571428571428572,-0.022692438,7.38,-0.010555421,-0.0906
2019-04-09 00:00:00+00,SHORT,3646,0.0,-0.034469374,15.16,-0.014913503,-0.0906
2019-04-09 00:00:00+00,SHORT,1966,0.6464515726473097,-0.030804394,8.42,-0.0062231747,-0.0906
2019-04-10 00:00:00+00,SHORT,195,0.7857142857142857,-0.0196104,7.38,-0.0065730484,-0.0907
2019-04-10 00:00:00+00,SHORT,3646,0.8571428571428572,-0.030723464,15.16,-0.012771653,-0.0908
2019-04-10 00:00:00+00,SHORT,1966,0.5918103368644557,-0.03529448,8.42,-0.013180645,-0.0907
2019-04-11 00:00:00+00,SHORT,988,1.0,-0.025998281,7.86,-0.008509275,-0.0908
2019-04-12 00:00:00+00,SHORT,988,0.8571428571428572,-0.02714164,7.86,-0.0075920206,-0.0909
2019-04-12 00:00:00+00,SHORT,1473,1.0,-0.028881267,3.94,-0.010643708,-0.0909
2019-04-12 00:00:00+00,SHORT,3538,0.6544592864995118,-0.02692838,2.31,-0.013778874,-0.0908
2019-04-12 00:00:00+00,SHORT,3646,0.7142857142857143,-0.023896229,15.16,-0.0075751394,-0.091
2019-04-12 00:00:00+00,SHORT,3760,0.6394733750473209,-0.020939633,7.61,-0.012216851,-0.0909
2019-04-12 00:00:00+00,SHORT,2004,0.5182888393477858,-0.027806448,4.2,-0.008073693,-0.091
2019-04-15 00:00:00+00,SHORT,988,0.7142857142857143,-0.028839445,7.86,-0.007851149,-0.0908
2019-04-16 00:00:00+00,SHORT,516,1.0,-0.001945677,0.0,-0.008691828,-0.0909
2019-04-16 00:00:00+00,SHORT,3646,0.5714285714285714,-0.023824306,15.16,-0.009931738,-0.0909
2019-04-16 00:00:00+00,SHORT,1939,0.8571428571428572,-0.04036512,11.44,-0.014226325,-0.0906
2019-04-17 00:00:00+00,SHORT,2550,1.0,-0.020253748,-4.48,-0.008223775,-0.0911
2019-04-17 00:00:00+00,SHORT,1220,0.3854550811879547,-0.05122458,-0.37,-0.007706246,-0.091
2019-04-17 00:00:00+00,SHORT,1650,1.0,-0.026338166,15.09,-0.013453424,-0.0911
2019-04-18 00:00:00+00,SHORT,219,0.5004437827382967,-0.04701185,-3.43,-0.014964194,-0.0911
2019-04-18 00:00:00+00,SHORT,440,0.7621711576002401,-0.039906558,0.02,-0.007125765,-0.0911
2019-04-18 00:00:00+00,SHORT,2550,0.9090909090909091,-0.03874793,-4.48,-0.014436999,-0.0911
2019-04-18 00:00:00+00,SHORT,1220,0.4821553203881819,-0.052437413,-0.37,-0.010801317,-0.091
2019-04-18 00:00:00+00,SHORT,1404,0.9090909090909091,-0.047155984,-26.92,-0.008970578,-0.0911
2019-04-18 00:00:00+00,SHORT,1828,1.0,-0.031884756,-1.58,-0.009777167,-0.0911
2019-04-22 00:00:00+00,SHORT,440,0.5062937916282544,-0.046284463,0.02,-0.012411597,-0.0911
2019-04-22 00:00:00+00,SHORT,684,0.604798623985046,-0.03917364,11.21,-0.012120036,-0.0911
2019-04-22 00:00:00+00,SHORT,1410,0.8571428571428572,-0.060540825,2.93,-0.0063352734,-0.0912
2019-04-23 00:00:00+00,SHORT,2137,0.0,-0.019204384,-2.07,-0.00693945,-0.091
2019-04-23 00:00:00+00,SHORT,2716,0.85,-0.0648025,2.63,-0.0109050805,-0.091
2019-04-23 00:00:00+00,SHORT,1410,0.7142857142857143,-0.060855504,2.93,-0.013923263,-0.091
2019-04-24 00:00:00+00,SHORT,2830,0.309336448471254,-0.065598965,-4.43,-0.008449432,-0.091
2019-04-24 00:00:00+00,SHORT,3631,0.5555555555555556,-0.06362942,-7.6,-0.012531906,-0.091
2019-04-25 00:00:00+00,SHORT,3802,0.25701550581657884,-0.029447567,-0.05,-0.0056534316,-0.0908
2019-04-26 00:00:00+00,SHORT,2137,0.0,-0.021496305,-2.07,-0.010240049,-0.0908
2019-04-26 00:00:00+00,SHORT,1303,0.37102675585339734,-0.0475082,12.66,-0.01192605,-0.0909
2019-04-26 00:00:00+00,SHORT,4000,0.9090909090909091,-0.03275785,8.86,-0.0077311546,-0.0909
2019-04-29 00:00:00+00,SHORT,2710,0.30797047037619435,-0.028446358,4.53,-0.0076551097,-0.0908
2019-04-29 00:00:00+00,SHORT,2830,0.2576245931176395,-0.06430087,-4.43,-0.008152935,-0.0909
2019-04-29 00:00:00+00,SHORT,3802,0.17585895656482273,-0.027148718,-0.05,-0.014939556,-0.0908
2019-04-30 00:00:00+00,SHORT,2710,0.3049490969835372,-0.02762829,4.53,-0.006857543,-0.0907
2019-04-30 00:00:00+00,SHORT,4000,0.7272727272727273,-0.031377234,8.86,-0.0068870564,-0.0908
2019-05-01 00:00:00+00,SHORT,2305,0.7142857142857143,-0.033152856,-15.67,-0.0125222355,-0.0905
2019-05-01 00:00:00+00,SHORT,641,0.32150928623392355,-0.027948147,7.62,-0.0090736635,-0.0904
2019-05-01 00:00:00+00,SHORT,3098,0.19453516468615611,-0.041474905,14.04,-0.012573158,-0.0906
2019-05-01 00:00:00+00,SHORT,1099,0.0,-0.102181144,-0.31,-0.0126813175,-0.0905
2019-05-01 00:00:00+00,SHORT,1368,0.40641525106761517,-0.016568182,10.34,-0.006767752,-0.0906
2019-05-02 00:00:00+00,SHORT,1368,0.32096702738100347,-0.022490581,10.34,-0.011010949,-0.092
2019-05-03 00:00:00+00,SHORT,220,1.0,-0.0123820705,16.96,-0.012552588,-0.0915
2019-05-03 00:00:00+00,SHORT,2305,0.5714285714285714,-0.028714564,-15.67,-0.00703254,-0.0915
2019-05-03 00:00:00+00,SHORT,2710,0.3915451689057974,-0.027578477,4.53,-0.012886158,-0.0915
2019-05-03 00:00:00+00,SHORT,1191,0.0,-0.037241094,-6.47,-0.009661427,-0.0915
2019-05-06 00:00:00+00,SHORT,160,0.0,-0.024634538,12.49,-0.010136765,-0.0916
2019-05-06 00:00:00+00,SHORT,2397,0.30592216798414945,-0.018923147,1.37,-0.011031223,-0.0914
2019-05-06 00:00:00+00,SHORT,845,0.24936497056239051,-0.016529443,7.79,-0.013724537,-0.0916
2019-05-06 00:00:00+00,SHORT,934,0.6189424685823859,-0.01853546,-15.5,-0.008148223,-0.0916
2019-05-06 00:00:00+00,SHORT,3923,0.33380107552293775,-0.0325431,-2.22,-0.009659628,-0.0915
2019-05-09 00:00:00+00,SHORT,3182,0.34416322651340425,-0.039662648,20.32,-0.008879798,-0.0915
2019-05-13 00:00:00+00,SHORT,2396,0.0,-0.07765337,4.83,-0.014415397,-0.0917
2019-05-15 00:00:00+00,SHORT,417,0.0,-0.051787633,0.0,-0.010668931,-0.0916
2019-05-16 00:00:00+00,SHORT,417,0.0,-0.049509224,0.0,-0.012147465,-0.0917
2019-05-17 00:00:00+00,SHORT,417,0.0,-0.050265867,0.0,-0.013612963,-0.0918
2019-05-17 00:00:00+00,SHORT,3531,0.14800194841154687,-0.029250914,9.05,-0.0061131255,-0.0919
2019-05-17 00:00:00+00,SHORT,1799,0.0,-0.0358762,6.27,-0.010920274,-0.0918
2019-05-20 00:00:00+00,SHORT,3646,1.0,-0.005355126,17.85,-0.012680793,-0.0918
2019-05-20 00:00:00+00,SHORT,3825,0.18329277832936072,-0.044611294,6.86,-0.011392128,-0.0918
2019-05-21 00:00:00+00,SHORT,2425,0.0,-0.028753977,10.11,-0.013392034,-0.0917
2019-05-21 00:00:00+00,SHORT,3646,0.9166666666666666,-0.0018352465,17.85,-0.0075248587,-0.0917
2019-05-21 00:00:00+00,SHORT,4059,0.9,0.003978058,1.12,-0.014076543,-0.0917
2019-05-22 00:00:00+00,SHORT,3645,0.6188443715597163,-0.033415917,2.15,-0.0066280467,-0.0918
2019-05-22 00:00:00+00,SHORT,3646,0.8333333333333334,-0.013189974,17.85,-0.012993343,-0.0917
2019-05-22 00:00:00+00,SHORT,3763,0.31570441373445335,-0.023793451,5.98,-0.0069708065,-0.0917
2019-05-23 00:00:00+00,SHORT,3763,0.2894993249670822,-0.029580876,5.98,-0.013434595,-0.0917
2019-05-24 00:00:00+00,SHORT,3153,0.0,-0.01977622,0.97,-0.0062147267,-0.0918
2019-05-24 00:00:00+00,SHORT,3646,0.6666666666666667,-0.023102537,17.85,-0.014946516,-0.0918
2019-05-28 00:00:00+00,SHORT,3153,0.040106792740534754,-0.02437954,0.97,-0.010668593,-0.0917
2019-05-28 00:00:00+00,SHORT,1262,0.34479423146640104,-0.011462543,1.02,-0.0068586664,-0.0918
2019-06-11 00:00:00+00,SHORT,2462,0.0,-0.0150661245,1.32,-0.0061314427,-0.0925
2019-06-13 00:00:00+00,SHORT,191,0.0,-0.09861413,-22.77,-0.0070227548,-0.0922
2019-06-13 00:00:00+00,SHORT,2462,0.0,-0.016694125,1.32,-0.0067549357,-0.0923
2019-06-14 00:00:00+00,SHORT,2462,0.0,-0.018702954,1.32,-0.008715319,-0.0924
2019-06-18 00:00:00+00,SHORT,1090,0.20994355304963896,-0.024848863,8.8,-0.013954883,-0.0924
2019-06-19 00:00:00+00,SHORT,2462,0.0,-0.024196977,1.32,-0.014325845,-0.0922
2019-06-20 00:00:00+00,SHORT,2462,0.0,-0.022931641,1.32,-0.013305839,-0.0923
2019-06-20 00:00:00+00,SHORT,3895,0.541971035749763,-0.018063845,12.91,-0.0091999965,-0.0924
2019-06-21 00:00:00+00,SHORT,212,0.27949433685273023,-0.029193034,4.11,-0.013010762,-0.0922
2019-06-24 00:00:00+00,SHORT,73,0.35083893007883354,-0.033871666,3.42,-0.0073188585,-0.0925
2019-06-24 00:00:00+00,SHORT,3275,0.0,-0.059733454,5.8,-0.008331074,-0.0926
2019-06-24 00:00:00+00,SHORT,1633,0.8,-0.040816326,8.14,-0.007354531,-0.0927
2019-06-25 00:00:00+00,SHORT,1633,0.6,-0.04428424,8.14,-0.008761852,-0.0926
2019-06-25 00:00:00+00,SHORT,4049,0.09764409934327706,-0.05367953,-0.09,-0.0124287,-0.0925
2019-06-27 00:00:00+00,SHORT,2462,0.0,-0.027055616,1.32,-0.01479863,-0.0925
2019-10-07 00:00:00+00,SHORT,2462,0.35684231289073415,-0.016917504,0.83,-0.008896474,-0.0952
2019-10-07 00:00:00+00,SHORT,1235,0.6111111111111112,-0.035268433,-0.11,-0.014418879,-0.0955
2019-10-11 00:00:00+00,SHORT,450,0.5533085555494286,-0.006027883,0.2,-0.0119050015,-0.0943
2019-10-16 00:00:00+00,SHORT,4250,0.8888888888888888,-0.014554725,9.33,-0.0122108385,-0.0896
2019-10-16 00:00:00+00,SHORT,450,0.3360419427765864,-0.006098589,0.2,-0.013544164,-0.0909
2019-10-17 00:00:00+00,SHORT,4250,0.7777777777777778,-0.013284085,9.33,-0.008673876,-0.0974
2019-10-17 00:00:00+00,SHORT,1220,0.4430585829644044,-0.015833989,0.35,-0.008714353,-0.0985
2019-10-18 00:00:00+00,SHORT,4250,0.6666666666666667,-0.01812698,9.33,-0.012458665,-0.0995
2019-10-18 00:00:00+00,SHORT,2720,0.8,-0.039652996,-13.17,-0.009307003,-0.1016
2019-10-21 00:00:00+00,SHORT,427,1.0,-0.013439079,-0.07,-0.006482119,-0.1009
2019-10-21 00:00:00+00,SHORT,450,0.26574074325309477,-0.0047385283,0.2,-0.012176365,-0.1014
2019-10-21 00:00:00+00,SHORT,3853,0.7142857142857143,-0.014632328,-8.69,-0.014784683,-0.0999
2019-10-23 00:00:00+00,SHORT,370,0.3113704651847549,-0.011273911,1.41,-0.007769256,-0.0979
2019-10-23 00:00:00+00,SHORT,427,0.875,-0.02065588,-0.07,-0.0118316915,-0.0999
2019-10-24 00:00:00+00,SHORT,370,0.27725014242775514,-0.017650178,1.41,-0.013493202,-0.0976
2019-10-24 00:00:00+00,SHORT,1846,0.3707030655990408,-0.022290599,2.44,-0.009764823,-0.1
2019-10-25 00:00:00+00,SHORT,91,0.44687342313166234,-0.015921071,-0.42,-0.010278976,-0.0999
2019-10-25 00:00:00+00,SHORT,1846,0.3580687277498149,-0.025726486,2.44,-0.010326149,-0.1
2019-10-28 00:00:00+00,SHORT,522,0.7027592095262336,-0.018367797,8.85,-0.012872801,-0.0983
2019-10-28 00:00:00+00,SHORT,3330,0.5721786590775919,-0.06809157,7.68,-0.006239334,-0.0989
2019-10-29 00:00:00+00,SHORT,3641,0.6309253793807177,7.4668444E-4,9.87,-0.012671107,-0.0982
2019-10-30 00:00:00+00,SHORT,2084,0.0,-0.03102881,1.87,-0.0093237925,-0.0966
2019-10-30 00:00:00+00,SHORT,91,0.4010789406529164,-0.018702012,-0.42,-0.01340735,-0.0969
2019-10-30 00:00:00+00,SHORT,604,0.8947368421052632,-0.06196212,-4.25,-0.00797124,-0.097
2019-10-30 00:00:00+00,SHORT,2979,0.31897710565876125,-0.0228911,6.64,-0.00690368,-0.0966
2019-10-31 00:00:00+00,SHORT,91,0.3320252231593861,-0.016704353,-0.42,-0.011181633,-0.0978
2019-10-31 00:00:00+00,SHORT,2979,0.22280256071544907,-0.02905707,6.64,-0.011330626,-0.0974
2019-10-31 00:00:00+00,SHORT,1299,0.7622696878585552,-0.0043946067,4.94,-0.009536233,-0.0957
2019-10-31 00:00:00+00,SHORT,2041,0.3369263379509849,-0.06540872,-4.94,-0.009845595,-0.0982
2019-11-01 00:00:00+00,SHORT,2778,0.9166666666666666,-0.024422104,11.12,-0.013849364,-0.1012
2019-11-01 00:00:00+00,SHORT,2041,0.348872811265803,-0.068410166,-4.94,-0.010622896,-0.1059
2019-11-04 00:00:00+00,SHORT,465,0.0,-0.0135614555,1.68,-0.0085353125,-0.1053
2019-11-05 00:00:00+00,SHORT,3677,0.4329980909916135,-0.0014824789,11.98,-0.012321051,-0.1055
2019-11-05 00:00:00+00,SHORT,4000,0.4598260132443476,-0.06281729,-6.71,-0.011418478,-0.1055
2019-11-06 00:00:00+00,SHORT,3216,0.21390727521743458,-0.030560046,-0.34,-0.0082506435,-0.1046
2019-11-06 00:00:00+00,SHORT,1198,0.0,-0.03598105,-1.64,-0.0061587305,-0.1054
