time,side,ticker_id,mv_dn_composite_labels,accel_price_21_df021,joint_fall_flag_1_10_df042,dist_upper_bb_20_2.0_df055,delta_volume_21_df024
2017-11-02 00:00:00+00,SHORT,874,0.8429953811876965,0.0052957945,1.0,-0.016886557,870951.0
2017-11-02 00:00:00+00,SHORT,937,0.5004525874449154,-0.008305103,1.0,-0.016211567,71125.0
2017-11-03 00:00:00+00,SHORT,602,0.6923076923076923,-0.0029366391,1.0,-0.018879555,-67975.0
2017-11-03 00:00:00+00,SHORT,2986,0.06479189926799209,-0.008210622,1.0,-0.011000824,50379.0
2017-11-06 00:00:00+00,SHORT,2986,0.04646219096064911,-0.0038172216,1.0,-0.014853525,-33346.0
2017-11-07 00:00:00+00,SHORT,3286,0.0,0.012562955,1.0,-0.024874037,-6262.0
2017-11-08 00:00:00+00,SHORT,2898,0.27170406217754434,-0.013094648,1.0,-0.01981577,1213615.0
2017-11-08 00:00:00+00,SHORT,1139,0.0,0.0012332031,1.0,-0.020181777,158874.0
2017-11-09 00:00:00+00,SHORT,602,0.3846153846153846,-0.005489082,1.0,-0.023983024,-75876.0
2017-11-09 00:00:00+00,SHORT,1740,0.0,-0.012985264,1.0,-0.022027932,11200.0
2017-11-21 00:00:00+00,SHORT,4219,0.18009601329595637,-0.005906479,1.0,-0.025926923,128700.0
2017-11-22 00:00:00+00,SHORT,610,0.9333333333333333,-0.01727525,1.0,-0.015418041,796378.0
2017-11-22 00:00:00+00,SHORT,1175,0.13005026297045869,-0.012509115,1.0,-0.023240173,43143.0
2017-11-27 00:00:00+00,SHORT,1471,0.19799781829529398,-0.007826216,1.0,-0.014991267,170943.0
2017-11-28 00:00:00+00,SHORT,2028,0.0,-0.0080518285,1.0,-0.009522887,263156.0
2017-11-29 00:00:00+00,SHORT,4197,0.6498284770596565,-0.0023131627,1.0,-0.024353761,555304.0
2017-11-29 00:00:00+00,SHORT,2686,0.31792389805834803,0.0129805375,1.0,-0.023843491,842350.0
2017-11-29 00:00:00+00,SHORT,1471,0.12939024713989344,-0.012198161,1.0,-0.02363724,-17684.0
2017-11-29 00:00:00+00,SHORT,3760,0.0,-0.01703955,1.0,-0.021385714,441153.0
2017-11-29 00:00:00+00,SHORT,2032,0.002583244263973052,0.004463549,1.0,-0.025470719,21494.0
2017-11-30 00:00:00+00,SHORT,2686,0.42154173618597385,-0.016953899,1.0,-0.026279802,1408879.0
2017-11-30 00:00:00+00,SHORT,1235,0.33333333333333337,-0.0063568754,1.0,-0.015063988,365753.0
2017-12-01 00:00:00+00,SHORT,1235,0.2666666666666667,0.0047339904,1.0,-0.020638697,222362.0
2017-12-01 00:00:00+00,SHORT,1471,0.25623688951112855,0.005506009,1.0,-0.01572747,53213.0
2017-12-01 00:00:00+00,SHORT,3760,0.0,-0.0047273943,1.0,-0.022877315,278805.0
2017-12-04 00:00:00+00,SHORT,15,0.0,0.004170533,1.0,-0.017635684,-47476.0
2017-12-11 00:00:00+00,SHORT,934,0.0,0.0045646476,1.0,-0.014762789,240700.0
2017-12-13 00:00:00+00,SHORT,3574,0.0,5.54692E-4,1.0,-0.009606987,400508.0
2017-12-14 00:00:00+00,SHORT,2262,0.3534626251633699,-0.01209285,1.0,-0.015621193,1703600.0
2017-12-14 00:00:00+00,SHORT,3574,0.0,-0.0037292426,1.0,-0.014204921,291917.0
2017-12-15 00:00:00+00,SHORT,2196,0.5059644974162734,-0.014188691,1.0,-0.021326965,372633.0
2017-12-15 00:00:00+00,SHORT,3574,0.0,-0.0054654144,1.0,-0.021331951,930565.0
2017-12-19 00:00:00+00,SHORT,2546,0.0,-0.013075603,1.0,-0.018392703,619400.0
2017-12-20 00:00:00+00,SHORT,2262,0.6666666666666667,-0.015308544,1.0,-0.023284083,811000.0
2017-12-20 00:00:00+00,SHORT,1454,0.0,-0.00905133,1.0,-0.024414457,-37228.0
2018-01-03 00:00:00+00,SHORT,4137,0.6468713418759773,-0.0122402655,1.0,-0.023814205,290659.0
2018-01-03 00:00:00+00,SHORT,4249,0.507428192649026,-0.0030409403,1.0,-0.016355123,730403.0
2018-01-05 00:00:00+00,SHORT,984,0.8571428571428572,0.0032776613,1.0,-0.021009844,368900.0
2018-01-10 00:00:00+00,SHORT,3109,0.2759363266453133,-0.017251711,1.0,-0.025286173,138076.0
2018-01-16 00:00:00+00,SHORT,3109,0.5555555555555556,-0.01598387,1.0,-0.018511388,1272.0
2018-01-23 00:00:00+00,SHORT,555,0.6104103938717635,-0.003908634,1.0,-0.009562777,156269.0
2018-01-23 00:00:00+00,SHORT,2993,0.8120789627455789,-0.011898272,1.0,-0.0086702835,568600.0
2018-01-23 00:00:00+00,SHORT,3309,0.9411764705882353,-0.0054847156,1.0,-0.014950416,664594.0
2018-01-23 00:00:00+00,SHORT,3381,0.20404586672541647,-0.003831455,1.0,-0.024445511,-951.0
2018-01-24 00:00:00+00,SHORT,2349,0.26720254527280013,-0.0144401295,1.0,-0.024767015,1632049.0
2018-01-24 00:00:00+00,SHORT,522,0.0,-0.007308428,1.0,-0.025798677,158709.0
2018-01-24 00:00:00+00,SHORT,2993,0.6765824637644849,-0.0106464885,1.0,-0.0136743095,1589900.0
2018-01-24 00:00:00+00,SHORT,1090,0.21264780025956706,-0.013444458,1.0,-0.025468484,575088.0
2018-01-24 00:00:00+00,SHORT,3218,0.19493640629144318,-0.005398806,1.0,-0.02345484,-40500.0
2018-01-24 00:00:00+00,SHORT,3309,0.8823529411764706,-0.017381862,1.0,-0.020954471,121031.0
2018-01-24 00:00:00+00,SHORT,3515,1.0,0.0014419825,1.0,-0.018771064,105033.0
2018-01-24 00:00:00+00,SHORT,3907,1.0,0.006184993,1.0,-0.019726602,1085900.0
2018-01-25 00:00:00+00,SHORT,4215,1.0,-0.005698129,1.0,-0.021178115,376059.0
2018-01-25 00:00:00+00,SHORT,555,0.4811191499331858,-0.0027829602,1.0,-0.016073562,80079.0
2018-01-25 00:00:00+00,SHORT,3286,0.21846735319141106,-0.012798231,1.0,-0.021721344,148757.0
2018-01-25 00:00:00+00,SHORT,3309,0.8235294117647058,-0.003812473,1.0,-0.02571501,433680.0
2018-01-25 00:00:00+00,SHORT,1300,0.9375,0.0074710767,1.0,-0.024345916,-64597.0
2018-01-25 00:00:00+00,SHORT,3420,1.0,0.006444436,1.0,-0.015203974,54173.0
2018-01-25 00:00:00+00,SHORT,3519,0.1148210162773516,-8.415841E-4,1.0,-0.01766078,461506.0
2018-01-25 00:00:00+00,SHORT,3831,0.530042458549626,0.007730784,1.0,-0.0186606,356532.0
2018-01-26 00:00:00+00,SHORT,39,0.4728325054200886,-0.00937973,1.0,-0.023096887,574800.0
2018-01-26 00:00:00+00,SHORT,394,0.0,-0.0026907977,1.0,-0.014709068,153452.0
2018-01-26 00:00:00+00,SHORT,739,0.34508238039106903,-0.008216423,1.0,-0.018039322,1157600.0
2018-01-26 00:00:00+00,SHORT,1051,0.506633161120665,0.0011446897,1.0,-0.023969458,767548.0
2018-01-26 00:00:00+00,SHORT,1205,0.19512904710978682,8.135145E-4,1.0,-0.01531923,864771.0
2018-01-26 00:00:00+00,SHORT,3519,0.0998151917261354,0.0071665184,1.0,-0.020629972,283949.0
2018-01-26 00:00:00+00,SHORT,3831,0.3582405985611811,-0.0065095974,1.0,-0.019630753,582550.0
2018-01-29 00:00:00+00,SHORT,4118,0.0,-0.015839677,1.0,-0.019106757,230375.0
2018-01-29 00:00:00+00,SHORT,2079,1.0,-0.0018600102,1.0,-0.023224847,245393.0
2018-01-29 00:00:00+00,SHORT,2188,0.39881818424788235,-0.008713461,1.0,-0.019822404,273567.0
2018-01-29 00:00:00+00,SHORT,2340,1.0,-0.0062757046,1.0,-0.016582066,551164.0
2018-01-29 00:00:00+00,SHORT,2410,0.2769827583385188,-0.008685319,1.0,-0.021134749,1341800.0
2018-01-29 00:00:00+00,SHORT,394,0.0,-0.010795084,1.0,-0.018308979,369685.0
2018-01-29 00:00:00+00,SHORT,555,0.42918979381526384,-0.0066224746,1.0,-0.018933253,67670.0
2018-01-29 00:00:00+00,SHORT,580,0.0,-0.0063616727,1.0,-0.018585095,180603.0
2018-01-29 00:00:00+00,SHORT,2765,0.2840149593233285,-0.0010428713,1.0,-0.02418082,-30886.0
2018-01-29 00:00:00+00,SHORT,739,0.3121895618892203,-0.006934169,1.0,-0.021529352,731700.0
2018-01-29 00:00:00+00,SHORT,898,1.0,0.0037283944,1.0,-0.022285122,688195.0
2018-01-29 00:00:00+00,SHORT,906,0.9333333333333333,-0.011125382,1.0,-0.021801786,181700.0
2018-01-29 00:00:00+00,SHORT,2972,0.5543318725588419,-0.0037494996,1.0,-0.017586594,1250143.0
2018-01-29 00:00:00+00,SHORT,2990,0.8333333333333334,-0.0046355296,1.0,-0.017191028,1453327.0
2018-01-29 00:00:00+00,SHORT,3130,1.0,-0.006336937,1.0,-0.023453094,256927.0
2018-01-29 00:00:00+00,SHORT,1099,0.608699702619882,-0.0014114751,1.0,-0.01546673,1223800.0
2018-01-29 00:00:00+00,SHORT,1205,0.1584010436815433,-0.007929257,1.0,-0.019555673,399459.0
2018-01-29 00:00:00+00,SHORT,3286,0.14733227159615286,-2.5636615E-4,1.0,-0.021257881,77916.0
2018-01-29 00:00:00+00,SHORT,3287,0.9230769230769231,-0.0153303845,1.0,-0.011508232,-39518.0
2018-01-29 00:00:00+00,SHORT,3309,0.7058823529411764,-0.0132423,1.0,-0.025751755,84459.0
2018-01-29 00:00:00+00,SHORT,3595,0.0,0.008398713,1.0,-0.017524354,1027311.0
2018-01-29 00:00:00+00,SHORT,1633,0.8666666666666667,-0.011300762,1.0,-0.017054044,-29008.0
2018-01-29 00:00:00+00,SHORT,3695,0.1659994688723408,-0.004131951,1.0,-0.009000175,1575108.0
2018-01-29 00:00:00+00,SHORT,1684,1.0,-0.009258717,1.0,-0.02342605,156742.0
2018-01-29 00:00:00+00,SHORT,3793,0.0,-0.013032146,1.0,-0.026312692,625760.0
2018-01-29 00:00:00+00,SHORT,1799,1.0,-0.015867297,1.0,-0.017766058,659916.0
2018-01-29 00:00:00+00,SHORT,4016,0.6666666666666667,-0.004965551,1.0,-0.023893315,236009.0
2018-01-29 00:00:00+00,SHORT,1988,0.0,-0.006397755,1.0,-0.014995379,391900.0
2018-01-29 00:00:00+00,SHORT,4086,0.6174657272741308,-0.008730683,1.0,-0.014747535,200.0
2018-01-30 00:00:00+00,SHORT,4122,0.8461538461538461,-0.0052660867,1.0,-0.017213518,792585.0
2018-01-30 00:00:00+00,SHORT,52,0.0,-0.0114139,1.0,-0.02598517,575678.0
2018-01-30 00:00:00+00,SHORT,2410,0.26742617501866967,-0.0038667389,1.0,-0.023206644,1021900.0
2018-01-30 00:00:00+00,SHORT,394,0.0,-0.011393997,1.0,-0.019796569,858922.0
2018-01-30 00:00:00+00,SHORT,555,0.3804719386113438,-0.011036972,1.0,-0.020822804,213248.0
2018-01-30 00:00:00+00,SHORT,580,0.0,-0.004987867,1.0,-0.023216166,186124.0
2018-01-30 00:00:00+00,SHORT,2765,0.16181412160657663,-0.005755523,1.0,-0.021224203,857511.0
2018-01-30 00:00:00+00,SHORT,906,0.8666666666666667,-0.013182145,1.0,-0.025182541,-56800.0
2018-01-30 00:00:00+00,SHORT,995,0.5203326492156017,2.6882612E-4,1.0,-0.013479905,56683.0
2018-01-30 00:00:00+00,SHORT,3586,0.5238095238095238,-0.0039313245,1.0,-0.022657778,60300.0
2018-01-30 00:00:00+00,SHORT,3695,0.1247989450183831,-0.01684759,1.0,-0.023040704,931550.0
2018-01-30 00:00:00+00,SHORT,4016,0.5,-0.007912195,1.0,-0.024910722,548999.0
2018-01-30 00:00:00+00,SHORT,1988,0.75,-0.0034688888,1.0,-0.018873923,552900.0
2018-01-31 00:00:00+00,SHORT,4153,1.0,-0.0022679542,1.0,-0.024915576,156690.0
2018-01-31 00:00:00+00,SHORT,580,0.0,0.003403487,1.0,-0.023210699,257335.0
2018-01-31 00:00:00+00,SHORT,903,0.4034237093521892,-0.0070960196,1.0,-0.022138683,1047500.0
2018-01-31 00:00:00+00,SHORT,995,0.34504071408286396,-0.0024699315,1.0,-0.0199961,114553.0
2018-01-31 00:00:00+00,SHORT,3686,0.0,0.007207096,1.0,-0.023466967,1695248.0
2018-01-31 00:00:00+00,SHORT,1988,0.0,0.0015847645,1.0,-0.021294003,624300.0
2018-01-31 00:00:00+00,SHORT,4079,0.7857142857142857,-0.003403196,1.0,-0.024074458,213825.0
2018-01-31 00:00:00+00,SHORT,4082,0.0,0.0016835824,1.0,-0.013852426,595890.0
2018-02-01 00:00:00+00,SHORT,4153,0.9,-0.009074072,1.0,-0.025608761,-58387.0
2018-02-01 00:00:00+00,SHORT,345,0.0,0.0024742454,1.0,-0.024973968,-80800.0
2018-02-01 00:00:00+00,SHORT,663,0.2855978350545814,-0.006361566,1.0,-0.025977638,103032.0
2018-02-01 00:00:00+00,SHORT,857,0.21525209709047094,0.011125179,1.0,-0.023168925,-11080.0
2018-02-01 00:00:00+00,SHORT,903,0.3117308859596055,-0.0046718307,1.0,-0.024167977,266000.0
2018-02-01 00:00:00+00,SHORT,995,0.2949751387868791,-0.01301987,1.0,-0.023813859,-84861.0
2018-02-01 00:00:00+00,SHORT,3309,0.5294117647058824,-0.013646052,1.0,-0.020520424,262863.0
2018-02-01 00:00:00+00,SHORT,3470,0.37387355902419545,-0.00726432,1.0,-0.015997438,341201.0
2018-02-01 00:00:00+00,SHORT,1667,0.2588674157415551,-0.01104855,1.0,-0.023516508,357623.0
2018-02-02 00:00:00+00,SHORT,4140,0.27579026492107006,0.0070280195,1.0,-0.011540154,-3341.0
2018-02-02 00:00:00+00,SHORT,1205,0.06721425121198822,-0.017181125,1.0,-0.020118378,876603.0
2018-02-02 00:00:00+00,SHORT,3519,0.0765960738869641,-0.016462246,1.0,-0.023453183,159054.0
2018-02-02 00:00:00+00,SHORT,1474,0.46651732594970563,0.0025564882,1.0,-0.023363583,-122877.0
2018-02-02 00:00:00+00,SHORT,3890,0.6463994575339851,-0.011257661,1.0,-0.026376458,642982.0
2018-02-02 00:00:00+00,SHORT,4031,0.0,-0.011900118,1.0,-0.017170994,326415.0
2018-02-26 00:00:00+00,SHORT,2508,1.0,-4.168228E-4,1.0,-0.024359424,384422.0
2018-02-27 00:00:00+00,SHORT,2437,0.0,-0.016306167,1.0,-0.022638002,392604.0
2018-02-27 00:00:00+00,SHORT,3855,0.1753625067764097,-0.01828337,1.0,-0.02499619,74900.0
2018-02-28 00:00:00+00,SHORT,1803,0.400808454737137,-0.008274807,1.0,-0.020097956,255544.0
2018-03-14 00:00:00+00,SHORT,3447,1.0,-0.004589127,1.0,-0.020220906,108600.0
2018-03-15 00:00:00+00,SHORT,3538,0.20070583445873205,-0.0036393385,1.0,-0.018920626,310948.0
2018-03-19 00:00:00+00,SHORT,52,0.36380520036403496,-0.009615936,1.0,-0.025731923,35118.0
2018-03-19 00:00:00+00,SHORT,2765,0.34255828988920806,-0.017744493,1.0,-0.02557535,838252.0
2018-03-19 00:00:00+00,SHORT,1447,0.2522618608849501,-0.001484736,1.0,-0.020841366,311966.0
2018-03-20 00:00:00+00,SHORT,270,0.0,-0.014768987,1.0,-0.026384417,45340.0
2018-03-20 00:00:00+00,SHORT,3586,0.23266256171351948,-0.007946906,1.0,-0.024628304,-93097.0
2018-03-20 00:00:00+00,SHORT,4013,0.10661792251395102,-0.012854294,1.0,-0.022053936,585056.0
2018-03-21 00:00:00+00,SHORT,2079,0.6488521555109101,0.0088319015,1.0,-0.017172158,-55676.0
2018-03-21 00:00:00+00,SHORT,3943,0.0,-0.015195624,1.0,-0.019185502,1176748.0
2018-03-22 00:00:00+00,SHORT,3808,0.8666666666666667,0.008024761,1.0,-0.02305195,-53900.0
2018-04-12 00:00:00+00,SHORT,1762,0.19351215638928865,-0.0049346713,1.0,-0.022385966,-89572.0
2018-04-17 00:00:00+00,SHORT,1667,0.4527061730495851,-0.0127239525,1.0,-0.01907094,55124.0
2018-04-18 00:00:00+00,SHORT,2367,0.6811780386572508,0.009443589,1.0,-0.011868005,880797.0
2018-04-18 00:00:00+00,SHORT,354,0.45464876306935903,0.019835776,1.0,-0.01250442,-84892.0
2018-04-18 00:00:00+00,SHORT,1236,1.0,-0.0012397316,1.0,-0.014923869,40703.0
2018-04-18 00:00:00+00,SHORT,1474,1.0,0.017724188,1.0,-0.02068238,55818.0
2018-04-18 00:00:00+00,SHORT,1667,0.2641360462896704,0.007229467,1.0,-0.025785308,977287.0
2018-04-18 00:00:00+00,SHORT,1762,0.0,-0.0023274806,1.0,-0.018306384,75020.0
2018-04-19 00:00:00+00,SHORT,2866,0.27003215357533406,-0.0060856338,1.0,-0.014533375,864971.0
2018-04-20 00:00:00+00,SHORT,2497,0.9230769230769231,-0.0038568901,1.0,-0.022635307,1468768.0
2018-04-20 00:00:00+00,SHORT,2536,0.3038691256528641,0.0017973795,1.0,-0.009003775,1507600.0
2018-04-20 00:00:00+00,SHORT,652,0.16093707553142353,-0.009076901,1.0,-0.024900671,1255231.0
2018-04-20 00:00:00+00,SHORT,694,0.15497954178671533,8.1511406E-4,1.0,-0.020541022,779182.0
2018-04-20 00:00:00+00,SHORT,2866,0.2562280105152811,-0.003718986,1.0,-0.01732255,122107.0
2018-04-20 00:00:00+00,SHORT,3049,0.6414663725309918,-0.009063822,1.0,-0.022625355,580836.0
2018-04-20 00:00:00+00,SHORT,1330,0.4580537585986173,-0.0049346453,1.0,-0.022438882,412100.0
2018-04-20 00:00:00+00,SHORT,4031,1.0,4.0043557E-5,1.0,-0.016027367,104625.0
2018-04-23 00:00:00+00,SHORT,3885,0.0,0.006295658,1.0,-0.01975889,401839.0
2018-04-24 00:00:00+00,SHORT,85,0.6086385020274256,0.005495646,1.0,-0.024442261,1262392.0
2018-04-24 00:00:00+00,SHORT,160,0.3101189026121476,0.013879806,1.0,-0.020549797,-83900.0
2018-04-24 00:00:00+00,SHORT,3531,0.23423410117900073,0.0047271396,1.0,-0.020860715,1705325.0
2018-04-24 00:00:00+00,SHORT,4031,0.8,0.012497972,1.0,-0.023209367,364971.0
2018-04-30 00:00:00+00,SHORT,131,0.0,-0.018227251,1.0,-0.021057473,-22201.0
2018-04-30 00:00:00+00,SHORT,3522,0.4251493198420009,-0.0067350767,1.0,-0.0116072735,492204.0
2018-05-01 00:00:00+00,SHORT,91,0.8947368421052632,-0.0032764755,1.0,-0.014343658,219500.0
2018-05-01 00:00:00+00,SHORT,3522,0.5971203838864315,0.0034994606,1.0,-0.019055776,1102936.0
2018-05-01 00:00:00+00,SHORT,3748,0.06182826022579462,-0.0014686647,1.0,-0.022511262,1845.0
2018-05-02 00:00:00+00,SHORT,91,0.8421052631578947,-0.0061780587,1.0,-0.018462243,117800.0
2018-05-03 00:00:00+00,SHORT,4128,0.36480838008966643,-0.0060522277,1.0,-0.025588451,1018500.0
2018-05-04 00:00:00+00,SHORT,3522,0.4106627250843553,-0.010158195,1.0,-0.0207839,-36413.0
2018-05-07 00:00:00+00,SHORT,3052,0.19192746342126563,0.00124533,1.0,-0.022131026,-51900.0
2018-05-07 00:00:00+00,SHORT,3561,0.0,-0.006470185,1.0,-0.018652426,1588000.0
2018-05-09 00:00:00+00,SHORT,4140,0.0,-0.006280727,1.0,-0.0125046065,-62066.0
2018-05-11 00:00:00+00,SHORT,345,0.0,0.0105933575,1.0,-0.020256085,104900.0
2018-05-11 00:00:00+00,SHORT,3198,0.0,0.010093544,1.0,-0.025277622,-80509.0
2018-05-14 00:00:00+00,SHORT,1324,0.31304924978846077,-0.0128592,1.0,-0.016597396,-119765.0
2018-05-16 00:00:00+00,SHORT,443,0.4778825369135537,-0.0138577,1.0,-0.011194298,879530.0
2018-05-17 00:00:00+00,SHORT,1447,0.4403518126052303,0.004471544,1.0,-0.018152682,430234.0
2018-05-18 00:00:00+00,SHORT,2188,0.3399479959594597,-0.012504155,1.0,-0.02078011,423440.0
2018-05-18 00:00:00+00,SHORT,3275,0.0,-0.01031039,1.0,-0.021454496,1145449.0
2018-05-21 00:00:00+00,SHORT,1719,0.5942749633211912,-0.0062280237,1.0,-0.022072155,-46400.0
2018-05-23 00:00:00+00,SHORT,714,0.5081510746010333,0.005287779,1.0,-0.01651396,220058.0
2018-05-23 00:00:00+00,SHORT,1099,0.0,-0.004655062,1.0,-0.02595564,1478900.0
2018-05-24 00:00:00+00,SHORT,2728,0.18810447297013266,-0.0010147981,1.0,-0.02351976,90083.0
2018-05-24 00:00:00+00,SHORT,714,0.4324677392542497,-0.01593833,1.0,-0.024432465,128739.0
2018-05-24 00:00:00+00,SHORT,995,0.5124233688286994,-0.013306727,1.0,-0.025708167,-50720.0
2018-05-29 00:00:00+00,SHORT,1082,0.8,0.0027825828,1.0,-0.02124089,725102.0
2018-06-04 00:00:00+00,SHORT,522,0.0,-0.0025586663,1.0,-0.024519956,13706.0
2018-06-05 00:00:00+00,SHORT,3573,0.25822211814594376,-0.013606767,1.0,-0.022778459,100201.0
2018-06-06 00:00:00+00,SHORT,2159,0.0,-0.0027062735,1.0,-0.01953793,1016100.0
2018-06-07 00:00:00+00,SHORT,2437,0.7512764656529508,0.0038080064,1.0,-0.016635463,-124713.0
2018-06-07 00:00:00+00,SHORT,411,0.3902707720354171,-0.0023099773,1.0,-0.010542324,503700.0
2018-06-08 00:00:00+00,SHORT,838,0.6160919190763712,-0.0142320655,1.0,-0.020765861,-85637.0
2018-06-08 00:00:00+00,SHORT,3137,0.37970000066670145,-0.013835362,1.0,-0.013908456,19194.0
2018-06-12 00:00:00+00,SHORT,411,0.4330557172181419,0.0041340077,1.0,-0.017069794,108200.0
2018-06-12 00:00:00+00,SHORT,799,0.07242005096512275,-0.0064021866,1.0,-0.02447677,140822.0
2018-06-12 00:00:00+00,SHORT,838,0.4152994407193423,-0.011744784,1.0,-0.019665312,477476.0
2018-06-13 00:00:00+00,SHORT,2064,0.6698985366235267,-0.003923134,1.0,-0.013680916,151186.0
2018-06-13 00:00:00+00,SHORT,2221,0.0,0.013301601,1.0,-0.01065729,-62391.0
2018-06-13 00:00:00+00,SHORT,2801,0.9473684210526316,-0.0024694412,1.0,-0.02208941,468600.0
2018-06-13 00:00:00+00,SHORT,1731,0.0,-0.00914378,1.0,-0.010180969,290342.0
2018-06-13 00:00:00+00,SHORT,3905,0.3157135498629493,-0.0036384228,1.0,-0.020661317,263847.0
2018-06-14 00:00:00+00,SHORT,2221,0.0,-0.004009006,1.0,-0.026060492,440276.0
2018-06-14 00:00:00+00,SHORT,3905,0.3515805065979867,-0.008562442,1.0,-0.023124047,209729.0
2018-06-15 00:00:00+00,SHORT,2473,0.7319486252535343,-0.009795045,1.0,-0.023320422,244928.0
2018-06-15 00:00:00+00,SHORT,2765,0.5345512059532898,-0.0089022415,1.0,-0.012472238,1340797.0
2018-06-15 00:00:00+00,SHORT,3515,0.2353557713266181,-0.006714207,1.0,-0.014690902,511403.0
2018-06-15 00:00:00+00,SHORT,1690,0.38377474833904945,-0.008153317,1.0,-0.023611052,388828.0
2018-06-15 00:00:00+00,SHORT,2042,0.6251108563785375,0.010000153,1.0,-0.014034858,1430104.0
2018-06-18 00:00:00+00,SHORT,2482,0.0,-0.0047592646,1.0,-0.018772941,690092.0
2018-06-18 00:00:00+00,SHORT,2613,0.310744714383336,-0.011671807,1.0,-0.02335121,727635.0
2018-06-18 00:00:00+00,SHORT,735,0.0,-0.009168038,1.0,-0.021690529,665216.0
2018-06-18 00:00:00+00,SHORT,3515,0.2072531109173932,-4.3970053E-4,1.0,-0.016535021,109747.0
2018-06-18 00:00:00+00,SHORT,1731,0.0,-0.012902858,1.0,-0.016417565,57231.0
2018-06-19 00:00:00+00,SHORT,780,0.0,-0.0060291546,1.0,-0.018132964,-41570.0
2018-06-19 00:00:00+00,SHORT,1108,0.4108833723545043,-0.005701141,1.0,-0.01957785,311600.0
2018-06-19 00:00:00+00,SHORT,1141,0.57837283226602,-0.004662242,1.0,-0.019565362,-95311.0
2018-06-19 00:00:00+00,SHORT,3973,0.0,-0.013438769,1.0,-0.02286184,155732.0
2018-06-20 00:00:00+00,SHORT,2613,0.2555403255873207,-0.014138978,1.0,-0.025123455,1752119.0
2018-06-20 00:00:00+00,SHORT,1715,0.0,-7.6284027E-4,1.0,-0.020101268,552728.0
2018-06-21 00:00:00+00,SHORT,234,0.5788834739743384,0.0021929252,1.0,-0.016576959,121680.0
2018-06-21 00:00:00+00,SHORT,522,0.4891575789141433,-0.014014936,1.0,-0.019558843,18769.0
2018-06-21 00:00:00+00,SHORT,559,0.06896422074406731,-0.0049106274,1.0,-0.023370985,213753.0
2018-06-21 00:00:00+00,SHORT,580,0.1749919318240229,0.009838024,1.0,-0.023621423,202427.0
2018-06-21 00:00:00+00,SHORT,2801,0.4307314971317327,0.005284426,1.0,-0.026280219,115200.0
2018-06-21 00:00:00+00,SHORT,1141,0.3735426190031314,-0.010422096,1.0,-0.024276778,-107213.0
2018-06-21 00:00:00+00,SHORT,3381,0.2713330781493036,-9.1810746E-4,1.0,-0.019824203,-128306.0
2018-06-21 00:00:00+00,SHORT,1423,0.5221911005525633,-0.0075904955,1.0,-0.019674785,76378.0
2018-06-21 00:00:00+00,SHORT,3963,0.4495592155383079,0.0038302608,1.0,-0.026300559,41120.0
2018-06-22 00:00:00+00,SHORT,580,0.12064992120578588,-0.017817082,1.0,-0.026271049,1123619.0
2018-06-22 00:00:00+00,SHORT,1141,0.4848455826789829,-0.005518884,1.0,-0.023427526,130831.0
2018-06-22 00:00:00+00,SHORT,1586,0.0,-0.0076167765,1.0,-0.02571203,418700.0
2018-06-22 00:00:00+00,SHORT,1752,0.0,-0.009023503,1.0,-0.011941865,305206.0
2018-06-25 00:00:00+00,SHORT,2211,0.5775641452367187,-0.009486663,1.0,-0.01994528,134628.0
2018-06-25 00:00:00+00,SHORT,2247,0.24220396569474414,-0.008191963,1.0,-0.02162559,464669.0
2018-06-25 00:00:00+00,SHORT,1752,0.0,-0.015567649,1.0,-0.02560816,887240.0
2018-06-25 00:00:00+00,SHORT,2006,0.5456127637583444,-0.012477973,1.0,-0.0193573,1323802.0
2018-07-10 00:00:00+00,SHORT,4013,0.1368607599228883,-0.004651119,1.0,-0.018541371,62034.0
2018-07-12 00:00:00+00,SHORT,2473,0.6106229796916958,-0.004825278,1.0,-0.025992164,-110370.0
2018-07-12 00:00:00+00,SHORT,1664,0.1732069706567967,-0.0011219402,1.0,-0.026097817,-53159.0
2018-07-19 00:00:00+00,SHORT,3381,0.2816215086723043,-0.003524123,1.0,-0.019794226,121693.0
2018-07-19 00:00:00+00,SHORT,1734,0.4724300063743605,0.008142736,1.0,-0.010629483,323500.0
2018-07-20 00:00:00+00,SHORT,4136,0.05055263170001789,-0.012561323,1.0,-0.024527347,-85794.0
2018-07-20 00:00:00+00,SHORT,2323,0.0,-0.0117688365,1.0,-0.022662386,170000.0
2018-07-20 00:00:00+00,SHORT,2473,0.40093988466783337,-0.011560444,1.0,-0.021698518,-12051.0
2018-07-20 00:00:00+00,SHORT,1185,0.6666666666666667,-0.006585729,1.0,-0.024935877,223993.0
2018-07-20 00:00:00+00,SHORT,1734,0.4388590976844673,0.008467683,1.0,-0.015079776,-87400.0
2018-07-23 00:00:00+00,SHORT,2067,0.23375609267339198,-0.0150896795,1.0,-0.012688736,1038898.0
2018-07-23 00:00:00+00,SHORT,2120,0.0,-0.008803535,1.0,-0.023598071,-123809.0
2018-07-23 00:00:00+00,SHORT,2473,0.3520509628937796,0.01480078,1.0,-0.022673624,39503.0
2018-07-23 00:00:00+00,SHORT,3830,0.0,-0.005715446,1.0,-0.024903825,-58970.0
2018-07-24 00:00:00+00,SHORT,2285,0.0,-0.013199605,1.0,-0.013183824,206604.0
