time,side,ticker_id,mv_dn_composite_labels,dist_upper_bb_50_2.0_df055,joint_fall_flag_1_10_df042,price_to_sales_rev_growth_zscore_universe_df073
2005-07-28 00:00:00+00,SHORT,786,0.30023162707351003,0.01763449,0.0,-0.0458
2005-07-28 00:00:00+00,SHORT,836,0.21703295454831856,-0.0047142636,0.0,-0.0458
2005-07-28 00:00:00+00,SHORT,1761,0.6,0.0086480025,0.0,-0.0458
2005-07-29 00:00:00+00,SHORT,4107,0.0,0.0078016925,0.0,-0.0458
2005-07-29 00:00:00+00,SHORT,69,1.0,0.020503778,0.0,-0.0458
2005-07-29 00:00:00+00,SHORT,786,0.2694643678978534,0.013246446,0.0,-0.0458
2005-07-29 00:00:00+00,SHORT,1700,0.0,0.020269623,0.0,-0.0457
2005-07-29 00:00:00+00,SHORT,4013,0.41824211911162834,0.015173869,0.0,-0.0458
2005-08-01 00:00:00+00,SHORT,4107,0.0,-0.0011217678,0.0,-0.0458
2005-08-01 00:00:00+00,SHORT,730,0.06829184178020764,0.028389854,0.0,-0.0458
2005-08-01 00:00:00+00,SHORT,786,0.27839277063593665,0.009522069,0.0,-0.0458
2005-08-01 00:00:00+00,SHORT,1700,0.0,0.012970356,0.0,-0.0457
2005-08-01 00:00:00+00,SHORT,4013,0.3371192117633042,0.0071947193,0.0,-0.0458
2005-08-02 00:00:00+00,SHORT,2133,0.42734021761766805,0.0022590866,0.0,-0.0458
2005-08-02 00:00:00+00,SHORT,730,0.054077938712524976,0.033270318,0.0,-0.0458
2005-08-02 00:00:00+00,SHORT,786,0.229634930365736,2.276722E-5,0.0,-0.0458
2005-08-02 00:00:00+00,SHORT,835,0.36413216765688505,-0.0011483853,0.0,-0.0458
2005-08-02 00:00:00+00,SHORT,862,0.30829667171668407,0.016855728,0.0,-0.0458
2005-08-02 00:00:00+00,SHORT,1299,0.5815576484720051,-0.0019706406,0.0,-0.0458
2005-08-02 00:00:00+00,SHORT,1462,0.4546536772646413,0.028139194,0.0,-0.0458
2005-08-02 00:00:00+00,SHORT,1700,0.0,-0.0041367826,0.0,-0.0457
2005-08-02 00:00:00+00,SHORT,4013,0.340324546330086,-0.0011668262,0.0,-0.0458
2005-08-03 00:00:00+00,SHORT,2129,0.4247625859428777,0.019009165,0.0,-0.0457
2005-08-03 00:00:00+00,SHORT,2546,0.0,0.029407399,0.0,-0.0458
2005-08-03 00:00:00+00,SHORT,730,0.0,0.005662697,0.0,-0.0458
2005-08-03 00:00:00+00,SHORT,3052,0.2706318670855964,0.004774897,0.0,-0.0458
2005-08-03 00:00:00+00,SHORT,3067,0.0,0.015301728,0.0,-0.0458
2005-08-03 00:00:00+00,SHORT,1039,0.0,0.014684973,0.0,-0.0458
2005-08-03 00:00:00+00,SHORT,3142,1.0,-0.0038694963,0.0,-0.0212
2005-08-03 00:00:00+00,SHORT,3198,0.3100617070951723,0.009339496,0.0,-0.0457
2005-08-03 00:00:00+00,SHORT,1191,0.7931155087969587,0.02453889,0.0,-0.0458
