time,side,ticker_id,mv_dn_composite_labels,co_fall_count_1_5_df044,normalized_12m_df003,dist_upper_bb_50_2.0_df055,normalized_6m_df004
2018-08-30 00:00:00+00,SHORT,2430,0.5821756581578857,1.0,0.2784553,-0.012745249,0.5813953
2018-08-30 00:00:00+00,SHORT,3109,0.9285714285714286,1.0,0.11581292,-0.014829805,0.23529412
2018-08-30 00:00:00+00,SHORT,3890,0.7228483935774649,1.0,0.44512194,-0.008892559,0.25
2018-08-30 00:00:00+00,SHORT,4000,0.5143314368065426,1.0,0.63617885,-0.021245541,0.30769232
2018-08-31 00:00:00+00,SHORT,50,0.3195225521813633,1.0,0.77951,-0.013778403,0.5869565
2018-08-31 00:00:00+00,SHORT,224,0.8421052631578947,1.0,0.8434959,0.0020467644,0.53333336
2018-08-31 00:00:00+00,SHORT,3890,0.5864754094039293,1.0,0.43699187,-0.018614275,0.24324325
2018-09-04 00:00:00+00,SHORT,429,0.0,1.0,0.38084632,-0.011013906,0.3043478
2018-09-04 00:00:00+00,SHORT,2582,0.6678541906117836,1.0,0.7951002,-0.0041256407,0.6136364
2018-09-04 00:00:00+00,SHORT,3574,1.0,1.0,0.7126949,-1.3041655E-4,0.5072464
2018-09-05 00:00:00+00,SHORT,4237,0.31004670473121543,1.0,0.6013363,-0.012905919,0.50793654
2018-09-05 00:00:00+00,SHORT,3704,0.3277294961562868,1.0,0.44624746,-0.011226782,0.41860464
2018-09-07 00:00:00+00,SHORT,3704,0.190353138314385,1.0,0.47667342,-0.018459376,0.44186047
2018-09-10 00:00:00+00,SHORT,2553,0.5931046076516174,1.0,0.46653143,-0.012691489,0.3604651
2018-09-11 00:00:00+00,SHORT,2064,1.0,1.0,0.39198217,0.0065718354,0.3043478
2018-09-11 00:00:00+00,SHORT,2553,0.4615268531176477,1.0,0.47667342,-0.011661484,0.3604651
2018-09-12 00:00:00+00,SHORT,2064,0.9411764705882353,1.0,0.3888889,-0.004397944,0.3043478
2018-09-13 00:00:00+00,SHORT,2064,0.8406272504152061,1.0,0.38666666,-0.01621612,0.3043478
2018-09-13 00:00:00+00,SHORT,2910,1.0,1.0,0.8597561,9.453153E-4,0.3
2018-09-14 00:00:00+00,SHORT,4112,0.3009687138352928,1.0,0.50554323,-0.0055518844,0.42028984
2018-09-14 00:00:00+00,SHORT,2692,0.8571428571428572,1.0,0.31237322,-0.002046359,0.25
2018-09-14 00:00:00+00,SHORT,869,0.6649151604984348,1.0,0.54323727,2.5623947E-4,0.5
2018-09-14 00:00:00+00,SHORT,3443,0.7414164597161041,1.0,0.45638946,-0.010882431,0.22222222
2018-09-17 00:00:00+00,SHORT,4112,0.22788115283637717,1.0,0.5288889,-0.018757567,0.46376812
2018-09-18 00:00:00+00,SHORT,4112,0.25025313617782496,1.0,0.5343681,-0.00743712,0.46376812
2018-09-18 00:00:00+00,SHORT,2064,0.7058823529411764,1.0,0.37915742,-0.02062076,0.32608697
2018-09-18 00:00:00+00,SHORT,3273,1.0,1.0,0.7694013,0.009423893,0.5
2018-09-19 00:00:00+00,SHORT,4112,0.2330821653891157,1.0,0.5388027,-0.009105469,0.47826087
2018-09-20 00:00:00+00,SHORT,4112,0.19779480752826878,1.0,0.55210644,-0.008861009,0.5072464
2018-09-20 00:00:00+00,SHORT,2430,0.6351281818952549,1.0,0.29006085,-0.017314771,0.59302324
2018-09-20 00:00:00+00,SHORT,2815,0.7282119106316658,1.0,0.3481153,0.008175299,0.27142859
2018-09-20 00:00:00+00,SHORT,3359,1.0,1.0,0.37119675,-0.01879389,0.20930232
2018-09-21 00:00:00+00,SHORT,2084,0.40121835583997983,1.0,0.54158217,0.0025710736,0.3548387
2018-09-21 00:00:00+00,SHORT,157,0.6420867401180245,1.0,0.8203991,-0.012357625,0.2173913
2018-09-21 00:00:00+00,SHORT,2430,0.4609519942198299,1.0,0.27789047,-0.02063663,0.54651165
2018-09-21 00:00:00+00,SHORT,808,1.0,1.0,0.46044624,0.00475385,0.5135135
2018-09-21 00:00:00+00,SHORT,1368,0.5039771246528485,1.0,0.15821502,-0.018269371,0.29787233
2018-09-24 00:00:00+00,SHORT,4112,0.2935805015343749,1.0,0.5698448,-0.013695514,0.44927537
2018-09-24 00:00:00+00,SHORT,2084,0.14325609653977026,1.0,0.55780935,-0.015928192,0.37096775
2018-09-24 00:00:00+00,SHORT,3918,0.875,1.0,0.3858093,-0.0136569785,0.54347825
2018-09-25 00:00:00+00,SHORT,4112,0.26782987030930533,1.0,0.57649666,-0.0064477082,0.49275362
2018-09-25 00:00:00+00,SHORT,3918,0.75,1.0,0.3858093,-0.014888838,0.54347825
2018-09-26 00:00:00+00,SHORT,1298,0.6254757014699935,1.0,0.7647059,0.02595707,0.4871795
2018-09-26 00:00:00+00,SHORT,3831,0.9090909090909091,1.0,0.47261664,-0.015600034,0.53846157
2018-09-27 00:00:00+00,SHORT,3831,0.8181818181818181,1.0,0.49390244,-0.012112095,0.51282054
2018-09-28 00:00:00+00,SHORT,195,0.9230769230769231,1.0,0.61054766,-0.001248171,0.32258064
2018-09-28 00:00:00+00,SHORT,708,0.0,1.0,0.7991886,-0.019174643,0.2972973
2018-09-28 00:00:00+00,SHORT,1916,0.5700015045398508,1.0,0.86815417,-0.015475901,0.22580644
2018-10-01 00:00:00+00,SHORT,2557,0.38265219194733135,1.0,0.29867256,-0.010696127,0.52459013
2018-10-01 00:00:00+00,SHORT,3021,0.13841416406817808,1.0,0.41379312,-0.01935496,0.45
2018-10-01 00:00:00+00,SHORT,1175,0.6470588235294118,1.0,0.4929006,-0.020093318,0.45
2018-10-01 00:00:00+00,SHORT,3831,0.6363636363636364,1.0,0.48681542,-0.010485088,0.5263158
2018-10-01 00:00:00+00,SHORT,1916,0.5935307875297011,1.0,0.86815417,-0.018547472,0.21875
2018-10-02 00:00:00+00,SHORT,2084,0.0,1.0,0.57200813,-0.016962517,0.328125
2018-10-02 00:00:00+00,SHORT,2350,0.6011107838294515,1.0,0.71399593,-0.018601988,0.5730337
2018-10-02 00:00:00+00,SHORT,906,0.9090909090909091,1.0,0.80933064,-0.009380642,0.46666667
2018-10-02 00:00:00+00,SHORT,1298,0.5,1.0,0.78498983,-0.0026934228,0.5
2018-10-03 00:00:00+00,SHORT,1,0.6409873293252206,1.0,0.6348884,0.0054140165,0.546875
2018-10-03 00:00:00+00,SHORT,2350,0.4543061364083286,1.0,0.72210956,-0.01806174,0.56179774
2018-10-03 00:00:00+00,SHORT,2482,1.0,1.0,0.44827586,-0.004678163,0.3265306
2018-10-03 00:00:00+00,SHORT,610,0.4900740809766084,1.0,0.69574034,-0.020067107,0.59375
2018-10-03 00:00:00+00,SHORT,906,0.8181818181818181,1.0,0.8174442,-0.0043485346,0.43333334
2018-10-03 00:00:00+00,SHORT,937,0.40264106139647654,1.0,0.6504425,-0.003510622,0.5
2018-10-03 00:00:00+00,SHORT,1298,0.3999999999999999,1.0,0.79310346,-0.002319742,0.47368422
2018-10-04 00:00:00+00,SHORT,1,0.47907367791913136,1.0,0.6234818,-0.017155347,0.515625
2018-10-04 00:00:00+00,SHORT,2482,0.95,1.0,0.4331984,-0.0145942215,0.3265306
2018-10-04 00:00:00+00,SHORT,1471,0.95,1.0,0.15707965,-0.0042550666,0.55263156
2018-10-04 00:00:00+00,SHORT,1832,0.3873653155698771,1.0,0.791498,0.0018792404,0.6166667
2018-10-04 00:00:00+00,SHORT,4034,0.6666666666666667,1.0,0.11336032,-0.0101731615,0.234375
2018-10-05 00:00:00+00,SHORT,2482,0.9,1.0,0.43813387,-0.018477209,0.36734694
2018-10-05 00:00:00+00,SHORT,3646,1.0,1.0,0.29208925,-0.009880631,0.3888889
2018-10-05 00:00:00+00,SHORT,1848,0.3947973101758597,1.0,0.6061947,0.0077890162,0.54761904
2018-10-08 00:00:00+00,SHORT,195,0.2657932324747816,1.0,0.60931176,-0.016020168,0.375
2018-10-08 00:00:00+00,SHORT,2482,0.85,1.0,0.43927124,-0.0142812785,0.3877551
2018-10-08 00:00:00+00,SHORT,857,0.0,1.0,0.48230088,-0.020751206,0.60655737
2018-10-08 00:00:00+00,SHORT,3098,0.40648548217568636,1.0,0.19838056,0.0125790695,0.5955056
2018-10-08 00:00:00+00,SHORT,3905,0.7121355674035053,1.0,0.28761062,-0.011589605,0.24590164
2018-10-09 00:00:00+00,SHORT,195,0.3846153846153846,1.0,0.6186613,-0.014119341,0.375
2018-10-09 00:00:00+00,SHORT,2818,0.09070040020828721,1.0,0.36105478,-0.020552259,0.5
2018-10-09 00:00:00+00,SHORT,845,0.2526870774592249,1.0,0.20486815,-0.008991965,0.48979592
2018-10-09 00:00:00+00,SHORT,857,0.33782716075056957,1.0,0.48230088,-0.02039392,0.59016395
2018-10-09 00:00:00+00,SHORT,1171,1.0,1.0,0.74115044,-0.008568908,0.3809524
2018-10-09 00:00:00+00,SHORT,1298,0.0,1.0,0.8255578,-0.012179442,0.42105263
2018-10-09 00:00:00+00,SHORT,1848,0.32374552359276,1.0,0.61504424,-0.006273881,0.5714286
2018-10-16 00:00:00+00,SHORT,2751,0.0,1.0,0.6265306,-0.016410457,0.515625
2018-10-18 00:00:00+00,SHORT,1817,0.0,1.0,0.67256635,-0.020624045,0.54761904
2018-10-19 00:00:00+00,SHORT,898,1.0,1.0,0.6511156,-0.014767041,0.28125
2018-10-23 00:00:00+00,SHORT,2830,0.2571674491846444,1.0,0.68154156,0.013812007,0.5833333
2018-10-30 00:00:00+00,SHORT,388,0.0,1.0,0.6653144,-0.01291304,0.36363637
2018-10-30 00:00:00+00,SHORT,3040,0.7147552890635184,1.0,0.36105478,0.004867886,0.27027026
2018-11-07 00:00:00+00,SHORT,93,0.36339288017880844,1.0,0.74834436,-0.004341396,0.61538464
2018-11-07 00:00:00+00,SHORT,588,0.41376832764403254,1.0,0.1589404,-0.017771157,0.3846154
2018-11-08 00:00:00+00,SHORT,4250,1.0,1.0,0.8130081,0.0065984703,0.515625
2018-11-08 00:00:00+00,SHORT,2508,1.0,1.0,0.670354,0.047672234,0.4054054
2018-11-08 00:00:00+00,SHORT,1817,0.0,1.0,0.65707964,0.0067445366,0.5952381
2018-11-09 00:00:00+00,SHORT,4250,0.9230769230769231,1.0,0.80487806,0.007052989,0.515625
2018-11-12 00:00:00+00,SHORT,2111,0.7770819766940199,1.0,0.88866395,0.038736448,0.3243243
2018-11-12 00:00:00+00,SHORT,2508,0.5762835867392315,1.0,0.6585903,0.010398352,0.34210527
2018-11-12 00:00:00+00,SHORT,3818,1.0,1.0,0.80837005,0.0036971048,0.51428574
2018-11-13 00:00:00+00,SHORT,3818,0.9090909090909091,1.0,0.8127753,-0.0040223743,0.51428574
2018-11-14 00:00:00+00,SHORT,3793,0.4712642922298168,1.0,0.7383592,0.0020264674,0.23188406
2018-11-15 00:00:00+00,SHORT,9,0.5725946556655981,1.0,0.8546255,0.015987495,0.25714287
2018-11-15 00:00:00+00,SHORT,2764,0.6363636363636364,1.0,0.18722467,-0.018270576,0.44117647
2018-11-15 00:00:00+00,SHORT,3793,0.4489179456398607,1.0,0.75770926,0.018877352,0.22857143
2018-11-16 00:00:00+00,SHORT,9,0.75,1.0,0.8631347,0.011963614,0.27142859
2018-11-16 00:00:00+00,SHORT,2764,0.4031288930260652,1.0,0.18543047,-0.017984243,0.44117647
2018-11-16 00:00:00+00,SHORT,3793,0.5,1.0,0.7505519,0.013368086,0.24285714
2018-11-21 00:00:00+00,SHORT,9,0.25451410198979935,1.0,0.87004405,-0.019949082,0.2857143
2018-11-27 00:00:00+00,SHORT,3903,0.0,1.0,0.7398374,-0.01539798,0.578125
2018-11-28 00:00:00+00,SHORT,3109,0.0,1.0,0.10792951,-0.011436449,0.2647059
2018-11-29 00:00:00+00,SHORT,2993,0.0,1.0,0.23568282,-0.010949295,0.22857143
2018-11-30 00:00:00+00,SHORT,2965,1.0,1.0,0.6855984,0.008569785,0.21621622
2018-12-03 00:00:00+00,SHORT,4249,0.20145323967986148,1.0,0.5462555,-0.009343228,0.26086956
2018-12-03 00:00:00+00,SHORT,2866,0.5041364931591208,1.0,0.14096916,-0.014086623,0.26229507
2018-12-03 00:00:00+00,SHORT,2965,0.0,1.0,0.65587044,-0.01797063,0.21621622
2018-12-03 00:00:00+00,SHORT,1114,0.0,1.0,0.30566803,-0.01627542,0.5675676
2018-12-04 00:00:00+00,SHORT,2276,1.0,1.0,0.6629956,0.005294458,0.46153846
2018-12-04 00:00:00+00,SHORT,3179,0.08401596019724,1.0,0.55578095,0.0030959414,0.44444445
2018-12-04 00:00:00+00,SHORT,3694,0.28302973991125074,1.0,0.46653143,-0.018894332,0.22222222
2018-12-04 00:00:00+00,SHORT,1817,0.18978796436515205,1.0,0.6982379,-0.008006581,0.5952381
2018-12-04 00:00:00+00,SHORT,3903,1.0,1.0,0.69979715,-0.009589524,0.578125
2018-12-06 00:00:00+00,SHORT,2276,0.9411764705882353,1.0,0.66887414,-0.006501207,0.46153846
2018-12-06 00:00:00+00,SHORT,2961,0.9375,1.0,0.6178862,-0.015395419,0.59090906
2018-12-07 00:00:00+00,SHORT,2961,0.22845617966295761,1.0,0.6551724,-0.011075624,0.59090906
2018-12-07 00:00:00+00,SHORT,3179,0.1413360382217739,1.0,0.5760649,-0.009907911,0.44444445
2018-12-10 00:00:00+00,SHORT,2617,0.12611383174211857,1.0,0.7281947,-0.0064990534,0.5
2018-12-11 00:00:00+00,SHORT,4136,0.09972125896989463,1.0,0.7846154,0.0030153156,0.5652174
2018-12-11 00:00:00+00,SHORT,2617,0.2273851800852733,1.0,0.7281947,-0.0065832012,0.5
2018-12-11 00:00:00+00,SHORT,710,0.3389396429198752,1.0,0.32251522,-6.227146E-4,0.2
2018-12-12 00:00:00+00,SHORT,93,0.11960576895965964,1.0,0.75770926,-0.0056322752,0.53846157
2018-12-12 00:00:00+00,SHORT,2276,0.7058823529411764,1.0,0.6784141,-0.0104587395,0.46153846
2018-12-13 00:00:00+00,SHORT,2276,0.6470588235294118,1.0,0.7083333,-0.007819034,0.46153846
2018-12-13 00:00:00+00,SHORT,3522,0.13265805593218538,1.0,0.65587044,-0.017483499,0.27272728
2018-12-14 00:00:00+00,SHORT,2703,0.33840406486380686,1.0,0.7368421,0.010757999,0.61538464
2019-01-09 00:00:00+00,SHORT,2993,0.38961943059812987,1.0,0.2741228,0.036885213,0.42028984
2019-01-10 00:00:00+00,SHORT,3994,0.35198142258843684,1.0,0.39148074,0.01034899,0.4722222
2019-01-11 00:00:00+00,SHORT,2993,0.3711323177477124,1.0,0.27850878,0.011739179,0.42028984
2019-01-11 00:00:00+00,SHORT,3773,0.0,1.0,0.22807017,0.01054516,0.20289855
2019-01-14 00:00:00+00,SHORT,3109,0.8571428571428572,1.0,0.88596493,-0.0036787554,0.45714286
2019-01-14 00:00:00+00,SHORT,1090,0.322998551293043,1.0,0.16194332,-0.015932614,0.3265306
2019-01-15 00:00:00+00,SHORT,1090,0.33154496391517685,1.0,0.15789473,-0.017685428,0.3265306
2019-01-18 00:00:00+00,SHORT,1404,0.0,1.0,0.2388664,0.0026060403,0.6086956
2019-01-22 00:00:00+00,SHORT,1022,0.7053051015608842,1.0,0.8725275,-0.018741503,0.22222222
2019-01-25 00:00:00+00,SHORT,2343,0.0,1.0,0.50406504,-0.011357741,0.26966292
2019-01-31 00:00:00+00,SHORT,4000,0.30272767578104376,1.0,0.5476673,0.029843053,0.5277778
2019-02-01 00:00:00+00,SHORT,4000,0.07115986921306343,1.0,0.47058824,-0.00162062,0.41666666
2019-02-06 00:00:00+00,SHORT,221,1.0,1.0,0.32307693,-0.020099284,0.44927537
2019-02-06 00:00:00+00,SHORT,2426,0.43631778624144507,1.0,0.4765784,0.037919134,0.33333334
2019-02-06 00:00:00+00,SHORT,4000,0.09227210267516517,1.0,0.122199595,-0.008124541,0.37142858
2019-02-08 00:00:00+00,SHORT,857,0.5268596594917813,1.0,0.111561865,-0.01771163,0.29213482
2019-02-15 00:00:00+00,SHORT,4222,1.0,1.0,0.56953645,-0.010746001,0.5714286
2019-02-15 00:00:00+00,SHORT,3614,0.04984403364083908,1.0,0.60264903,-0.0041527916,0.27272728
2019-02-15 00:00:00+00,SHORT,3851,0.3078411949286607,1.0,0.200883,-0.010598245,0.31428573
2019-02-19 00:00:00+00,SHORT,3614,0.018885176709961756,1.0,0.5912088,-0.007761995,0.22727273
2019-02-19 00:00:00+00,SHORT,1731,0.295289090684883,1.0,0.45417514,-0.0019065487,0.32608697
2019-02-19 00:00:00+00,SHORT,3851,0.2479055631409963,1.0,0.1956044,-0.012865615,0.3611111
2019-02-20 00:00:00+00,SHORT,3614,0.0,1.0,0.5833333,-0.016191196,0.22727273
2019-02-21 00:00:00+00,SHORT,4172,1.0,1.0,0.17105263,-0.00715548,0.30555555
2019-02-25 00:00:00+00,SHORT,2066,0.14242923433755866,1.0,0.68421054,-0.013165494,0.2112676
2019-02-25 00:00:00+00,SHORT,2770,0.2671579217646889,1.0,0.2494929,-0.010936387,0.38333333
2019-02-27 00:00:00+00,SHORT,2365,0.2159140928677676,1.0,0.1632653,-0.0028574197,0.34042552
2019-02-27 00:00:00+00,SHORT,2910,0.5914384854189824,1.0,0.30408162,0.03951625,0.35
2019-02-28 00:00:00+00,SHORT,142,0.875,1.0,0.3223684,0.018887755,0.42857143
2019-03-01 00:00:00+00,SHORT,1453,0.32813618136967043,1.0,0.47921225,0.0033604682,0.3478261
2019-03-01 00:00:00+00,SHORT,3830,0.0,1.0,0.86652076,0.020490644,0.3802817
2019-03-01 00:00:00+00,SHORT,1904,0.13566198758430895,1.0,0.35699797,-0.011573044,0.47191012
2019-03-01 00:00:00+00,SHORT,1939,1.0,1.0,0.8904665,0.0053336406,0.46031746
2019-03-01 00:00:00+00,SHORT,4072,0.3149435984737896,1.0,0.11764706,4.8648243E-4,0.4
2019-03-04 00:00:00+00,SHORT,2107,0.10598720858116602,1.0,0.6170678,-0.01644342,0.4
2019-03-04 00:00:00+00,SHORT,188,0.19295504464358076,1.0,0.3369803,0.018726073,0.42857143
2019-03-04 00:00:00+00,SHORT,2764,0.3780997865923211,1.0,0.7680525,-0.01794384,0.4857143
2019-03-04 00:00:00+00,SHORT,1453,0.2477883909495863,1.0,0.8315098,0.0032879584,0.3478261
2019-03-04 00:00:00+00,SHORT,1919,0.4209058499267048,1.0,0.118161924,-0.0070180693,0.34285715
2019-03-04 00:00:00+00,SHORT,4072,0.34820775453438013,1.0,0.11359026,-0.004838522,0.41666666
2019-03-05 00:00:00+00,SHORT,1471,0.27674073530228877,1.0,0.46929824,-0.017127952,0.5833333
2019-03-11 00:00:00+00,SHORT,3830,0.0,1.0,0.87554586,-0.007232648,0.46478873
2019-03-12 00:00:00+00,SHORT,2106,0.0,1.0,0.47058824,-0.018084642,0.28985506
2019-03-18 00:00:00+00,SHORT,167,0.28846096644892083,1.0,0.24618736,-0.007299351,0.44186047
2019-03-19 00:00:00+00,SHORT,194,0.20975198744845622,1.0,0.5173913,-0.017501514,0.32258064
2019-03-19 00:00:00+00,SHORT,2430,0.0,1.0,0.48073024,0.008585423,0.5955056
2019-03-19 00:00:00+00,SHORT,3433,0.5313538386677095,1.0,0.14130434,-0.0044379253,0.25
2019-03-20 00:00:00+00,SHORT,4113,0.0,1.0,0.318872,-0.019937472,0.3943662
2019-03-20 00:00:00+00,SHORT,2430,0.0,1.0,0.46247464,-0.0071815816,0.5730337
2019-03-20 00:00:00+00,SHORT,2905,0.8,1.0,0.40130153,-0.016581325,0.53521127
2019-03-20 00:00:00+00,SHORT,3330,0.3183571185097799,1.0,0.3184584,-0.018830178,0.49438202
2019-03-20 00:00:00+00,SHORT,1300,0.5570277896255975,1.0,0.23861171,-0.011970303,0.42857143
2019-03-20 00:00:00+00,SHORT,3433,0.4697580122901872,1.0,0.14099783,-0.005194876,0.27027026
2019-03-21 00:00:00+00,SHORT,188,0.0,1.0,0.4121475,-0.0035785136,0.43243244
2019-03-21 00:00:00+00,SHORT,2905,0.3720851373812835,1.0,0.38611713,-0.0059331353,0.52112675
2019-03-21 00:00:00+00,SHORT,938,0.3734719122706103,1.0,0.2145749,-0.007921265,0.4
2019-03-22 00:00:00+00,SHORT,3815,0.4334216484735613,1.0,0.15618661,0.0025479689,0.25
2019-03-25 00:00:00+00,SHORT,3815,0.39609787668736957,1.0,0.17038539,-0.0107890675,0.25
2019-04-01 00:00:00+00,SHORT,1149,0.3496818124258706,1.0,0.8559838,0.010703143,0.25531915
2019-04-02 00:00:00+00,SHORT,1715,0.7545724192464094,1.0,0.5030426,-0.008967564,0.57377046
2019-04-05 00:00:00+00,SHORT,1453,0.5649174002330071,1.0,0.7176724,-0.0016219864,0.32394367
2019-04-08 00:00:00+00,SHORT,2061,0.22347131505785714,1.0,0.45376346,-0.01392545,0.41304347
2019-04-08 00:00:00+00,SHORT,3078,0.38933406953695904,1.0,0.51182795,0.020091023,0.5869565
2019-04-08 00:00:00+00,SHORT,1149,0.08802485082357983,1.0,0.8299595,-0.015632475,0.22916667
2019-04-08 00:00:00+00,SHORT,1453,0.8333333333333334,1.0,0.71827954,-0.010677982,0.32394367
2019-04-09 00:00:00+00,SHORT,15,0.22531310744043975,1.0,0.22064777,-0.0043805824,0.40983605
2019-04-09 00:00:00+00,SHORT,158,1.0,1.0,0.4635193,-0.019065026,0.29787233
2019-04-09 00:00:00+00,SHORT,2253,0.14709493027023987,1.0,0.84412956,-0.004197341,0.5
2019-04-09 00:00:00+00,SHORT,3646,0.0,1.0,0.29959515,-0.014913503,0.4473684
2019-04-10 00:00:00+00,SHORT,15,0.22949845453967838,1.0,0.22064777,-0.0025964933,0.40983605
2019-04-10 00:00:00+00,SHORT,3646,0.8571428571428572,1.0,0.30364373,-0.012771653,0.5
2019-04-10 00:00:00+00,SHORT,4034,0.6732256655222774,1.0,0.13360325,-0.01252319,0.19672132
2019-04-11 00:00:00+00,SHORT,710,0.30306408241534055,1.0,0.10728745,-0.01746954,0.47619048
2019-04-11 00:00:00+00,SHORT,3078,0.0,1.0,0.4828326,-0.014786064,0.40425533
2019-04-11 00:00:00+00,SHORT,3646,0.7857142857142857,1.0,0.30566803,-0.0050125793,0.5
2019-04-12 00:00:00+00,SHORT,4223,0.34780590874807643,1.0,0.75506073,-0.02125187,0.3442623
2019-04-12 00:00:00+00,SHORT,710,0.36702035014741885,1.0,0.10526316,-0.018383285,0.47619048
2019-04-12 00:00:00+00,SHORT,3078,0.0,1.0,0.49464667,-0.012827224,0.44680852
2019-04-12 00:00:00+00,SHORT,3646,0.7142857142857143,1.0,0.31376517,-0.0075751394,0.5
2019-04-12 00:00:00+00,SHORT,3760,0.6394733750473209,1.0,0.72672063,-0.012216851,0.5409836
2019-04-15 00:00:00+00,SHORT,3078,0.0,1.0,0.509636,-0.013585446,0.4680851
2019-04-15 00:00:00+00,SHORT,1453,0.0,1.0,0.7344754,-0.017590871,0.30985916
2019-04-15 00:00:00+00,SHORT,3538,0.6784283586615976,1.0,0.5060729,-0.020064171,0.3809524
2019-04-15 00:00:00+00,SHORT,3691,0.0,1.0,0.5222672,-0.01808106,0.203125
2019-04-16 00:00:00+00,SHORT,3078,0.0,1.0,0.50858366,-0.011398114,0.4893617
2019-04-16 00:00:00+00,SHORT,1453,1.0,1.0,0.7467811,-0.010568306,0.3
2019-04-16 00:00:00+00,SHORT,3646,0.5714285714285714,1.0,0.31300813,-0.009931738,0.47368422
2019-04-17 00:00:00+00,SHORT,2550,1.0,1.0,0.12753037,-0.008223775,0.375
2019-04-17 00:00:00+00,SHORT,984,0.4139910408813954,1.0,0.19098713,-0.019658308,0.47058824
2019-04-18 00:00:00+00,SHORT,323,0.9473684210526316,1.0,0.76495725,-0.018558525,0.4057971
2019-04-18 00:00:00+00,SHORT,3275,0.46163696040981744,1.0,0.8044807,0.0026448467,0.31914893
2019-04-22 00:00:00+00,SHORT,2716,0.9,1.0,0.43204868,-0.0038872932,0.28125
2019-04-22 00:00:00+00,SHORT,1410,0.8571428571428572,1.0,0.4888438,-0.0063352734,0.27659574
2019-04-22 00:00:00+00,SHORT,1826,0.6788690848246988,1.0,0.13704497,0.046876445,0.23529412
2019-04-22 00:00:00+00,SHORT,1828,0.95,1.0,0.25760648,-0.0157102,0.546875
2019-04-22 00:00:00+00,SHORT,4062,0.8571428571428572,1.0,0.49250534,-0.018649073,0.20408164
2019-04-23 00:00:00+00,SHORT,3233,1.0,1.0,0.30128205,0.0058974028,0.29411766
2019-04-23 00:00:00+00,SHORT,3646,0.2857142857142858,1.0,0.30691057,-0.018164417,0.47368422
2019-04-24 00:00:00+00,SHORT,2830,0.309336448471254,1.0,0.6146045,-0.008449432,0.5263158
2019-04-24 00:00:00+00,SHORT,3244,1.0,1.0,0.6645299,6.6338654E-4,0.30985916
2019-04-24 00:00:00+00,SHORT,2032,0.39826616967761436,1.0,0.7970086,-0.013584696,0.47826087
2019-04-26 00:00:00+00,SHORT,3275,0.12379220660363852,1.0,0.7854251,-0.021139773,0.25
2019-04-29 00:00:00+00,SHORT,2710,0.30797047037619435,1.0,0.5780933,-0.0076551097,0.4893617
2019-04-30 00:00:00+00,SHORT,4194,0.75,1.0,0.1969697,-0.020867284,0.4489796
2019-04-30 00:00:00+00,SHORT,2710,0.3049490969835372,1.0,0.58536583,-0.006857543,0.38297874
2019-04-30 00:00:00+00,SHORT,3378,0.11248270135674955,1.0,0.42424244,-0.018879086,0.5857143
2019-05-01 00:00:00+00,SHORT,1191,0.0,1.0,0.21095334,-0.01994722,0.39583334
2019-05-01 00:00:00+00,SHORT,1286,0.4892421580354432,1.0,0.7344754,-0.012973126,0.5942029
2019-05-02 00:00:00+00,SHORT,135,0.32905201355082186,1.0,0.40987125,9.830942E-4,0.4057971
2019-05-02 00:00:00+00,SHORT,3244,0.6842105263157895,1.0,0.6459227,-0.01137137,0.3
2019-05-03 00:00:00+00,SHORT,412,1.0,1.0,0.3394309,0.018563697,0.39583334
2019-05-03 00:00:00+00,SHORT,1072,0.0,1.0,0.74786323,0.005574236,0.1971831
2019-05-03 00:00:00+00,SHORT,3649,0.3967085940557744,1.0,0.15447155,0.006707217,0.2972973
2019-05-03 00:00:00+00,SHORT,3794,0.3091048082283809,1.0,0.6388889,0.030829864,0.5507246
2019-05-03 00:00:00+00,SHORT,3830,0.0,1.0,0.8696581,0.034232985,0.4057971
2019-05-06 00:00:00+00,SHORT,64,0.22003587873404,1.0,0.7099391,-0.007306294,0.515625
2019-05-06 00:00:00+00,SHORT,160,0.0,1.0,0.8397566,-0.010136765,0.2
2019-05-06 00:00:00+00,SHORT,2710,0.2956827711902772,1.0,0.6024341,-0.020761225,0.4680851
2019-05-06 00:00:00+00,SHORT,845,0.24936497056239051,1.0,0.38133875,-0.013724537,0.38297874
2019-05-06 00:00:00+00,SHORT,1360,0.0,1.0,0.72043014,0.02804123,0.4347826
2019-05-06 00:00:00+00,SHORT,1667,0.22204569761289086,1.0,0.5784946,0.004165155,0.49295774
2019-05-06 00:00:00+00,SHORT,3794,0.11427531041058926,1.0,0.63225806,0.015061392,0.5441176
2019-05-06 00:00:00+00,SHORT,2032,0.1486181466739705,1.0,0.772043,-0.01914827,0.29411766
2019-05-07 00:00:00+00,SHORT,1144,0.16151382775237835,1.0,0.5772532,-0.00963606,0.35714287
2019-05-07 00:00:00+00,SHORT,1360,0.0,1.0,0.72317594,0.0026748774,0.42553192
2019-05-07 00:00:00+00,SHORT,1667,0.20489327489497086,1.0,0.583691,-0.0063958326,0.47142857
2019-05-07 00:00:00+00,SHORT,3794,0.1091498825342309,1.0,0.62017167,0.005855519,0.5797101
2019-05-08 00:00:00+00,SHORT,1144,0.0,1.0,0.6,0.0045251898,0.35714287
2019-05-09 00:00:00+00,SHORT,50,0.0,1.0,0.50858366,-0.015805684,0.2857143
