time,side,ticker_id,mv_dn_composite_labels,dist_lower_bb_20_2.5_df055,price_drift_1_df005,dist_upper_bb_50_2.5_df055
2005-06-24 00:00:00+00,SHORT,323,0.7030225634076364,-0.19355825,0.01502774,-0.0020746163
2005-06-24 00:00:00+00,SHORT,413,0.33213536241523417,-0.03158959,0.003218884,-0.02182693
2005-06-24 00:00:00+00,SHORT,1816,0.11413893461169916,-0.07769262,-0.007609756,-0.02130716
2005-06-28 00:00:00+00,SHORT,413,0.2808509251576811,-0.02976929,0.0058189654,-0.023239829
2005-06-28 00:00:00+00,SHORT,2482,0.4369911022671174,-0.0284458,0.017284602,-0.019527648
2005-06-29 00:00:00+00,SHORT,413,0.3545280134512553,-0.035435382,0.00514249,-0.019024903
2005-06-30 00:00:00+00,SHORT,304,0.7162931464849414,-0.07656544,0.007852848,-0.0098750135
2005-07-01 00:00:00+00,SHORT,796,0.0,-0.19257897,0.01255887,-0.0048441407
2005-07-01 00:00:00+00,SHORT,1673,0.0,-0.16193272,0.009988015,-0.022803336
2005-07-06 00:00:00+00,SHORT,3420,0.42821436515258887,-0.17341353,-0.005667412,-0.008534788
2005-07-07 00:00:00+00,SHORT,3420,0.4473676527291926,-0.15086855,-0.008249587,-0.022712877
2005-07-11 00:00:00+00,SHORT,1762,0.0,-0.15527004,6.026517E-4,-0.0107860565
2005-07-12 00:00:00+00,SHORT,28,1.0,-0.030484956,0.006848748,-0.002187043
2005-07-12 00:00:00+00,SHORT,559,0.19109716393852472,-0.038375173,-0.008258053,-0.016326489
2005-07-12 00:00:00+00,SHORT,773,0.0,-0.08259341,0.009209101,-0.01883752
2005-07-13 00:00:00+00,SHORT,1244,1.0,-0.15943511,0.01367318,-0.022690175
2005-07-13 00:00:00+00,SHORT,3352,1.0,-0.111461446,-0.004429658,-0.024111345
2005-07-14 00:00:00+00,SHORT,234,0.0,-0.09190609,0.008733625,-0.023915173
2005-07-14 00:00:00+00,SHORT,2041,0.0,-0.10620027,0.002924954,-0.015100494
2005-07-18 00:00:00+00,SHORT,2041,0.0,-0.10815427,0.011290032,-0.021613114
2005-07-19 00:00:00+00,SHORT,2686,0.9256075021455707,-0.119957425,0.012352611,-8.900031E-4
2005-07-20 00:00:00+00,SHORT,2070,0.7810838409359055,-0.08371815,0.0025906735,-0.016568428
2005-07-20 00:00:00+00,SHORT,2686,0.574239527591335,-0.11064539,-0.00942873,-0.012817161
2005-07-20 00:00:00+00,SHORT,937,0.45469897138321,-0.15027402,0.016782407,0.0142196985
2005-07-20 00:00:00+00,SHORT,959,1.0,-0.09717904,-0.002478929,-0.016023366
2005-07-20 00:00:00+00,SHORT,3716,0.8842259872678365,-0.1529093,0.0070517124,-0.022324435
