time,side,ticker_id,mv_dn_composite_labels,price_drift_1_df005,dist_upper_bb_20_2.0_df055
2007-08-09 00:00:00+00,SHORT,2261,1.0,0.031687994,0.022429347
2007-08-09 00:00:00+00,SHORT,557,0.0,0.02383222,0.03806645
2007-08-10 00:00:00+00,SHORT,1454,1.0,0.020927606,0.0021596
2007-08-13 00:00:00+00,SHORT,2297,0.5339837327098947,0.031596225,0.012185409
2007-08-31 00:00:00+00,SHORT,3130,0.0,0.032128513,0.010495797
2007-09-04 00:00:00+00,SHORT,4150,0.39085774313254856,0.02850285,0.008964472
2007-09-19 00:00:00+00,SHORT,270,0.0,0.023358263,0.016882341
2007-09-19 00:00:00+00,SHORT,2381,0.7923708527806668,0.035172638,0.01799765
2007-09-19 00:00:00+00,SHORT,2936,1.0,0.029000275,0.017465105
2007-09-19 00:00:00+00,SHORT,3244,1.0,0.024260068,0.014352227
2007-09-19 00:00:00+00,SHORT,3742,1.0,0.021147069,0.009418367
2007-09-25 00:00:00+00,SHORT,1360,0.0,0.02052786,0.013226687
2007-09-27 00:00:00+00,SHORT,1960,0.0,0.030428769,0.032757513
2007-10-02 00:00:00+00,SHORT,3531,0.4652865720182929,0.03564196,0.017761055
2007-10-03 00:00:00+00,SHORT,401,1.0,0.02873346,0.0031766403
