time,side,ticker_id,mv_up_composite_labels,dist_lower_bb_20_2.0_df055,dist_lower_bb_50_2.0_df055,joint_fall_flag_5_20_df042
2005-04-15 00:00:00+00,LONG,2898,0.4545454545454546,-0.033323944,-0.015325028,0.0
2005-04-15 00:00:00+00,LONG,4088,0.9772727272727273,-0.019494075,-0.019292315,0.0
2005-04-18 00:00:00+00,LONG,1919,0.8518518518518519,-0.024377763,-0.013070507,0.0
2005-04-18 00:00:00+00,LONG,4088,0.9545454545454546,-0.02055078,-0.020986902,0.0
2005-04-19 00:00:00+00,LONG,1,0.96,-0.031022944,-0.016500205,0.0
2005-04-19 00:00:00+00,LONG,786,0.9736842105263158,-0.031107398,-0.014962504,0.0
2005-04-19 00:00:00+00,LONG,1444,0.4744523899010092,-0.031709205,-0.016239861,0.0
2005-04-20 00:00:00+00,LONG,780,0.0,-0.016774938,-0.014744558,0.0
2005-04-20 00:00:00+00,LONG,974,0.6486964446580371,-0.018531762,-0.01575846,0.0
2005-04-20 00:00:00+00,LONG,3127,0.9583333333333334,-0.027789325,-0.018242484,0.0
2005-04-20 00:00:00+00,LONG,1220,0.325012921918567,-0.020818317,-0.020390073,0.0
2005-04-20 00:00:00+00,LONG,3293,0.2824526911902227,-0.014021786,-0.008196715,0.0
2005-04-20 00:00:00+00,LONG,3791,0.0,-0.013284342,-0.0127096735,0.0
2005-04-21 00:00:00+00,LONG,64,0.0,-0.0569837,-0.020942438,0.0
2005-04-21 00:00:00+00,LONG,142,0.5410641703183561,-0.038643844,-0.014133361,0.0
